@relation first_attribute_v6-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement-V

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
yelp,'The whole experience was underwhelming, and I think we\"ll just go to Ninja Sushi next time.',0,0,0,2,0,0,0
yelp,'Both of them were truly unbelievably good, and I am so glad we went back.',2,1,0,2,0,0,1
yelp,'I got food poisoning here at the buffet.',0,0,0,1,0,0,0
imdb,'In a word, it is embarrassing.',0,1,0,2,0,0,0
yelp,'Del Taco is pretty nasty and should be avoided if possible.',1,1,0,1,0,0,0
amazon,'Att is not clear, sound is very distorted and you have to yell when you talk.',1,1,0,2,0,1,0
yelp,'First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!',0,0,0,3,3,1,0
amazon,'I love this device.',1,0,0,1,0,0,1
imdb,'One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.',1,0,0,5,1,1,1
imdb,'(very serious spoilers) this movie was a huge disappointment.',0,1,0,1,0,0,0
imdb,'Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.',0,1,0,2,0,0,1
yelp,'Of all the dishes, the salmon was the best, but all were great.',2,0,0,3,0,0,1
imdb,'The two main characters may be two of the most believable children I ever saw put on screen.',1,0,0,1,0,0,1
imdb,'Nevertheless yet another wonderful film from the great master\"s stable.',3,0,0,1,0,0,1
yelp,'The selection was probably the worst I\"ve seen in Vegas.....there was none.',0,1,0,6,0,0,0
yelp,'Pretty good beer selection too.',2,0,0,1,0,0,1
yelp,'This place is like Chipotle, but BETTER.',2,0,0,2,0,0,1
yelp,'Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!',2,0,0,7,5,0,1
yelp,'5 stars for the brick oven bread app!',0,0,0,1,1,0,1
imdb,'I saw this movie and I thought this is a stupid movie.',0,1,0,1,0,0,0
yelp,'After the disappointing dinner we went elsewhere for dessert.',0,1,0,1,0,0,0
yelp,'He was terrible!',0,1,0,1,1,0,0
amazon,'It was that loud.Glad to say that the Plantronics 510 maintains a flawless connection to my cell and with no static during normal use.',1,1,0,2,0,1,1
yelp,'It wasn\"t busy at all and now we know why.',0,0,0,1,0,1,0
amazon,'I love all the features and form factor.',1,0,0,1,0,0,1
imdb,'The movie is terribly boring in places.',0,2,0,1,0,0,0
yelp,'Sadly, Gordon Ramsey\"s Steak is a place we shall sharply avoid during our next trip to Vegas.',0,3,0,2,0,0,0
yelp,'As always the evening was wonderful and the food delicious!',2,0,0,1,1,0,1
yelp,'We won\"t be going back.',0,0,0,1,0,1,0
yelp,'(The bathroom is just next door and very nice.)',0,0,0,1,0,0,1
imdb,'There was absolutely no warmth or charm to these scenes or characters.',2,0,0,1,0,1,0
imdb,'Didn\"t laugh or even smile once.',1,0,0,1,0,1,0
yelp,'Pretty cool I would say.',2,0,0,1,0,0,1
yelp,'Definitely a turn off for me & i doubt I\"ll be back unless someone else is buying.',0,1,0,1,0,0,0
yelp,'Server did a great job handling our large rowdy table.',1,0,0,1,0,0,1
amazon,'Lately they have been extremely nice and helpful on the phone.',2,0,0,1,0,0,1
imdb,') very bad performance plays Angela Bennett, a computer expert who is at home all the time.',0,1,0,2,0,0,0
imdb,'Yet, I enjoy watching it.',1,0,0,2,0,0,1
yelp,'The staff are great, the ambiance is great.',2,0,0,2,0,0,1
amazon,'Has been working great.',1,0,0,1,0,0,1
imdb,'Really bad.',0,1,0,1,0,0,0
imdb,'As they say in Canada, This is the fun game, aye.',1,0,0,3,0,0,1
yelp,'The dining space is tiny, but elegantly decorated and comfortable.',2,0,0,2,0,0,1
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',1,2,0,1,0,0,0
yelp,'And the beans and rice were mediocre at best.',1,1,0,1,0,0,0
imdb,'An hour and a half I wish I could bring back.',0,0,0,1,0,0,0
imdb,'It was so funny.',0,1,0,1,0,0,1
amazon,'Would not reccommend.',0,0,0,1,0,1,0
amazon,'in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.',0,1,0,1,0,0,0
imdb,'If you see it, you should probably just leave it on the shelf.',0,0,0,2,0,0,0
yelp,'I won\"t be back.',0,0,0,1,0,1,0
yelp,'They have great dinners.',1,0,0,1,0,0,1
amazon,'I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.',0,1,0,1,0,2,0
amazon,'Easy to pair with my Samsung Cell.',1,0,0,1,0,0,1
amazon,'Great phone!.',1,0,0,2,1,0,1
yelp,'I don\"t recommend unless your car breaks down in front of it and you are starving.',1,1,0,1,0,1,0
amazon,'This is a good battery, and it got here really fast.',2,0,0,2,0,0,1
imdb,'Really awful.',0,1,0,1,0,0,0
imdb,'It is zillion times away from reality.',0,0,0,1,0,0,0
amazon,'wont work right or atleast for me.',2,0,0,1,0,0,0
imdb,'Conclusion - I loved it.',1,0,0,1,0,0,1
imdb,'These are the central themes of the film and they are handled ineptly, stereotypically and with no depth of imagination.',0,2,0,2,0,1,0
amazon,'Product was excellent and works better than the verizon one and Boy was it cheaper!',4,0,0,1,1,0,1
yelp,'We walked away stuffed and happy about our first Vegas buffet experience.',1,0,0,1,0,0,1
imdb,'You can\"t relate with them, hell you barely can understand them.',0,1,0,2,0,1,0
amazon,'Simple, lightweight and great fit.',1,0,0,2,0,0,1
imdb,'His performance is simply genius.',1,0,0,1,0,0,1
yelp,'Kids pizza is always a hit too with lots of great side dish options for the kiddos!',1,0,0,1,1,0,1
imdb,'I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.',1,0,0,3,0,0,1
imdb,'The scenes with the \"oh-so-mature\" neighbour-girl are a misplace.',0,0,0,1,0,0,0
imdb,'Even Billy Bob couldn\"t rise above the script, which was worse.',0,1,0,2,0,0,0
yelp,'Overall, I was very disappointed with the quality of food at Bouchon.',0,1,0,2,0,0,0
yelp,'I don\"t have to be an accountant to know I\"m getting screwed!',0,1,0,1,1,1,0
imdb,'The kids are annoying.',0,1,0,1,0,0,0
amazon,'Will order from them again!',0,0,0,1,1,0,1
yelp,'Left very frustrated.',0,1,0,1,0,0,0
imdb,'His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!',2,0,0,1,1,0,1
amazon,'WARNING - DO NOT BUY!!.',0,1,0,3,2,1,0
imdb,'Beware: this is not a trashy cult movie, this is trash -period!',0,2,0,2,1,1,0
yelp,'TOTAL WASTE OF TIME.',0,1,0,1,0,0,0
imdb,'The Foreigner is not worth one second of your time.',1,0,0,1,0,1,0
yelp,'Come hungry, leave happy and stuffed!',1,0,0,2,1,0,1
yelp,'too bad cause I know it\"s family owned, I really wanted to like this place.',1,1,0,2,0,0,0
imdb,'The casting is also horrible, cause all you see is a really really BAD Actors, period.',0,2,0,3,0,0,0
imdb,'The cast of veteran actors are more than just a nostalgia trip.',0,0,0,1,0,0,1
amazon,'Plug was the wrong size.',0,1,0,1,0,0,0
imdb,'There is no plot here to keep you going in the first place.',0,1,0,1,0,1,0
yelp,'I really enjoyed eating here.',1,0,0,1,0,0,1
amazon,'This one works and was priced right.',2,0,0,1,0,0,1
imdb,'Her role was played well.',1,0,0,1,0,0,1
imdb,'The dialogue is atrocious.',0,1,0,1,0,0,0
imdb,'I thought Errol Flynn was brilliant as Custer and has since become my favourite actor!',1,0,0,1,1,0,1
yelp,'Furthermore, you can\"t even find hours of operation on the website!',0,0,0,2,1,1,0
yelp,'Your servers suck, wait, correction, our server Heimer sucked.',0,2,0,4,0,0,0
imdb,'It\"s also great to see that renowned silent screenwriter Frances Marion hasn\"t missed a step going from silent to sound.',4,1,0,1,0,1,1
yelp,'No complaints!',0,1,0,1,1,1,1
amazon,'What a big waste of time.',0,1,0,1,0,0,0
yelp,'Waiter was a jerk.',0,1,0,1,0,0,0
yelp,'Strike 2, who wants to be rushed.',0,1,0,2,0,0,0
yelp,'These are the nicest restaurant owners I\"ve ever come across.',1,0,0,1,0,0,1
imdb,'The opening sequence of this gem is a classic, and the cat n mouse games that follow are a delight to watch.',3,0,0,2,0,0,1
yelp,'We loved the biscuits!!!',1,0,0,3,3,0,1
amazon,'No real improvement.',1,0,0,1,0,1,0
imdb,'STEAMBOAT WILLIE is an amazingly important film to our cinema history.',2,0,0,1,0,0,1
yelp,'What happened next was pretty....off putting.',0,0,0,5,0,0,0
yelp,'It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.',0,2,0,2,0,0,0
imdb,'***SPOILERS*** Whatever else can (or can\"t) be said about it, SURFACE is superbly crafted.',1,0,0,2,0,0,1
amazon,'This device is great in several situations:1.)',1,0,0,1,0,0,1
amazon,'As I said above....PRETTY USELESS!',0,1,0,5,1,0,0
amazon,'I can barely ever hear on it and am constantly saying \"what?\"',0,0,0,1,0,0,0
yelp,'I\"ll take my business dinner dollars elsewhere.',0,0,0,1,0,0,0
amazon,'It has everything I need and I couldn\"t ask for more.',0,0,0,1,0,0,1
yelp,'Anyway, this FS restaurant has a wonderful breakfast/lunch.',1,0,0,2,0,0,1
yelp,'Nothing special.',0,0,0,1,0,1,0
imdb,'To those who find this movie intelligent or even masterful, I can only say - it\"s your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it\"s in our human nature to try and make sense of things) .',3,2,0,2,0,0,0
amazon,'For the price on Amazon, it is an excellent product, which I would highly recommend.',2,0,0,3,0,0,1
imdb,'It is shameful.',0,1,0,1,0,0,0
imdb,'About half way through this film I started to dislike it.',0,1,0,1,0,0,0
amazon,'Piece of trash.',0,1,0,1,0,0,0
yelp,'Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.',1,3,0,3,0,0,0
yelp,'The fries were not hot, and neither was my burger.',1,0,0,2,0,2,0
imdb,'It\"s a campy sort of film that\"s a joy to watch.',1,0,0,1,0,0,1
amazon,'Looks good in the picture, but this case was a huge disappointment!!',1,1,0,3,2,0,0
yelp,'I was so insulted.',0,1,0,1,0,0,0
imdb,'No actress has been worse used that June Allison in this movie.',0,1,0,1,0,1,0
amazon,'The price was very good and with the free shipping and all it was a good purchase.',3,0,0,1,0,0,1
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',4,0,0,2,0,0,1
amazon,'I received it quickly and it works great!!',2,0,0,2,2,0,1
imdb,'Now imagine that every single one of those decisions was made wrong.',0,1,0,1,0,0,0
yelp,'We loved the place.',1,0,0,1,0,0,1
amazon,'I have used several phone in two years, but this one is the best.',1,0,0,2,0,0,1
imdb,'Is it possible for a movie to get any worse than this?',0,1,0,1,0,0,0
yelp,'Im in AZ all the time and now have my new spot.',0,0,0,1,0,0,1
yelp,'The manager was the worst.',0,1,0,1,0,0,0
amazon,'Great Hands Free Device.',2,0,0,1,0,0,1
amazon,'I ordered this product first and was unhappy with it immediately.',0,1,0,1,0,0,0
imdb,'What on earth is Irons doing in this film?',0,0,0,1,0,0,0
imdb,'The characters are interesting and you really care for them.',1,0,0,1,0,0,1
yelp,'Love the margaritas, too!',1,0,0,2,1,0,1
amazon,'Poor quality.',0,1,0,1,0,0,0
imdb,'Woa, talk about awful.',0,1,0,2,0,0,0
amazon,'Bad Choice.',0,1,0,1,0,0,0
amazon,'Yet Plantronincs continues to use the same flawed charger design.',0,1,0,1,0,0,0
amazon,'Trying to make a call on these is an exercise in frustration.',0,1,0,1,0,0,0
yelp,'Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.',0,0,0,2,0,0,0
amazon,'Not loud enough and doesn\"t turn on like it should.',2,1,0,1,0,2,0
amazon,'Battery is terrible.',0,1,0,1,0,0,0
imdb,'It didn\"t make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.',0,3,0,3,0,1,0
imdb,'Both actors truly understand and become their particular character, delivering a convincing, sincere performance.',2,0,0,3,0,0,1
amazon,'The tracfonewebsite is user friendly and makes it easy toactivate, etc.',2,0,0,2,0,0,1
yelp,'We asked for the bill to leave without eating and they didn\"t bring that either.',0,0,0,1,0,1,0
imdb,'I don\"t think I\"ve ever seen a movie half as boring as this self-indulgent piece of junk.',0,2,0,1,0,1,0
imdb,'I liked this movie way too much.',1,0,0,1,0,0,1
amazon,'Great phone!.',1,0,0,2,1,0,1
yelp,'Delicious and I will absolutely be back!',1,0,0,1,1,0,1
yelp,'This isn\"t a small family restaurant, this is a fine dining establishment.',1,0,0,2,0,1,1
amazon,'The first thing that happened was that the tracking was off.',0,0,0,1,0,0,0
amazon,'Very unreliable service from T-mobile !',0,2,0,1,1,0,0
yelp,'It was attached to a gas station, and that is rarely a good sign.',1,0,0,2,0,0,0
yelp,'How awesome is that.',1,0,0,1,0,0,1
imdb,'Again, no plot at all.',0,1,0,2,0,1,0
imdb,'The film gives meaning to the phrase, \"Never in the history of human conflict has so much been owed by so many to so few.',0,1,0,2,0,0,1
amazon,'First off the reception sucks, I have never had more than 2 bars, ever.',0,1,0,3,0,1,0
amazon,'It\"s not what it says it is.',0,0,0,1,0,1,0
imdb,'Also great directing and photography.',1,0,0,1,0,0,1
yelp,'And then tragedy struck.',0,2,0,1,0,0,0
yelp,'The pancake was also really good and pretty large at that.',2,0,0,1,0,0,1
yelp,'This was my first crawfish experience, and it was delicious!',1,0,0,2,1,0,1
amazon,'Good Quality.',1,0,0,1,0,0,1
amazon,'I would highly recommend this.',1,0,0,1,0,0,1
amazon,'However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I couldn\"t receive and place calls.',0,1,0,3,0,0,0
amazon,'It is very comfortable to wear as well, which is probably the most important aspect about using a case.',3,0,0,2,0,0,1
imdb,'This was a flick doomed from its conception.',0,1,0,1,0,0,0
amazon,'This is a great little item.',1,0,1,1,0,0,1
amazon,'Good , works fine.',3,1,0,2,0,0,1
yelp,'I would not recommend this place.',1,0,0,1,0,1,0
imdb,'I think i was one of the people who found this another one of roth\"s pearls.',0,0,0,1,0,0,1
amazon,'It\"s a great tool for entertainment, communication, and data management.Oh, be sure to use ActiveSync 4.2 for optimal data synchronization results!',2,0,0,6,1,0,1
yelp,'Terrible service!',0,1,0,1,1,0,0
amazon,'Bad Purchase.',0,1,0,1,0,0,0
imdb,'I wouldn\"t say they\"re worth 2 hours of your time, though.',1,0,0,2,0,0,0
yelp,'Give it a try, you will be happy you did.',1,0,0,2,0,0,1
yelp,'By far the BEST cheesecurds we have ever had!',1,0,0,1,1,0,1
amazon,'You can\"t beat the price on these.',0,0,0,1,0,1,1
imdb,'This film has no redeeming features.',1,0,0,1,0,1,0
imdb,'The script is a big flawed mess.',0,2,0,1,0,0,0
imdb,'Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.',0,5,1,3,0,2,0
yelp,'But I don\"t like it.',1,0,0,1,0,1,0
amazon,'The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.',2,1,0,4,0,0,0
yelp,'Point your finger at any item on the menu, order it and you won\"t be disappointed.',0,1,0,2,0,1,1
amazon,'The iGo chargers and tips are really great.',1,0,0,1,0,0,1
yelp,'If you haven\"t gone here GO NOW!',0,0,0,1,1,1,1
yelp,'A greasy, unhealthy meal.',0,2,0,2,0,0,0
amazon,'Then a few days later the a puff of smoke came out of the phone while in use.',0,1,0,1,0,0,0
amazon,'I\"ve owned this phone for 7 months now and can say that it\"s the best mobile phone I\"ve had.',1,0,0,1,0,0,1
amazon,'The best electronics of the available FM Transmitters.',2,0,0,1,0,0,1
amazon,'Don\"t buy this product - It fails!.',0,1,0,2,1,1,0
yelp,'The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.',0,1,0,2,0,1,0
yelp,'This was my first time and I can\"t wait until the next.',0,0,0,1,0,1,1
yelp,'The bartender was also nice.',1,0,0,1,0,0,1
yelp,'Everything was good and tasty!',2,0,0,1,1,0,1
yelp,'This place is two thumbs up....way up.',0,0,0,5,0,0,1
yelp,'The best place in Vegas for breakfast (just check out a Sat, or Sun.',1,0,0,2,0,0,1
yelp,'If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.',4,0,0,3,0,0,1
amazon,'Motorola finally got the voice quality of a bluetooth headset right.',1,0,0,1,0,0,1
imdb,'Bad script, bad direction and horrible acting make this one plain bad!',0,4,0,2,1,0,0
yelp,'If there were zero stars I would give it zero stars.',0,0,0,1,0,0,0
yelp,'Great steak, great sides, great wine, amazing desserts.',4,0,0,4,0,0,1
yelp,'Worst martini ever!',0,1,0,1,1,0,0
yelp,'The steak and the shrimp are in my opinion the best entrees at GC.',1,0,0,1,0,0,1
imdb,'The acting helps the writing along very well (maybe the idiot-savant sister could have been played better), and it is a real joy to watch.',2,0,0,2,0,0,1
amazon,'Very happy with this product.',1,0,0,1,0,0,1
amazon,'This PDA rocks.',0,0,0,1,0,0,1
amazon,'It has all the features I want',0,0,0,0,0,0,1
yelp,'No, I\"m going to eat the potato that I found some strangers hair in it.',0,0,0,2,0,1,0
amazon,'If you have several dozen or several hundred contacts, then imagine the fun of sending each of them one by one.',1,0,0,2,0,0,0
yelp,'Last night was my second time dining here and I was so happy I decided to go back!',1,0,0,1,1,0,1
imdb,'The things that the four kids get themselves into is absolutely hilarious to watch.',1,0,0,1,0,0,1
amazon,'Poor Reliability.',0,1,0,1,0,0,0
yelp,'My boyfriend and I came here for the first time on a recent trip to Vegas and could not have been more pleased with the quality of food and service.',1,0,0,1,0,1,1
imdb,'I saw this short film on HBO the other day and absolutely loved it.',1,0,0,1,0,0,1
amazon,'I have purchased these for both family and friends, and all enjoy their clarity and ease of use',3,0,0,1,0,0,1
imdb,'The movie is full of wonderful dancing (hence the title!',1,0,0,1,1,0,1
imdb,'This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.',2,1,0,1,0,0,1
amazon,'This battery is an excellent bargain!',2,0,0,1,1,0,1
yelp,'I know this is not like the other restaurants at all, something is very off here!',1,0,0,2,1,1,0
amazon,'Don\"t waste your money!.',0,1,0,2,1,1,0
imdb,'All in all, a great disappointment.',1,1,0,2,0,0,0
imdb,'I don\"t know what happened in Season Five, what a mess.',0,1,0,2,0,1,0
amazon,'Then I had to continue pairing it periodically since it somehow kept dropping.',0,0,0,1,0,0,0
amazon,'Exactly what I wanted.',1,0,0,1,0,0,1
yelp,'After two I felt disgusting.',0,1,0,1,0,0,0
imdb,'This is one of the best Italian thrillers of the early 70\"s.',1,0,0,1,0,0,1
amazon,'It\"s been my choice headset for years.Great sound; good volume; good noise cancellation.',2,1,0,2,0,0,1
amazon,'Voice Quality, Signal Strength, Dropped Calls.',0,0,0,3,0,0,0
imdb,'Also, it\"s a real treat to see Anthony Quinn playing Crazy Horse.',0,1,0,2,0,0,1
imdb,':) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.',1,1,0,2,0,0,1
yelp,'I\"m not impressed with the concept or the food.',1,0,0,1,0,1,0
amazon,'Nice Sound.',1,0,0,1,0,0,1
yelp,'I consider this theft.',0,0,0,1,0,0,0
imdb,'It was just too horrible.',0,1,0,1,0,0,0
imdb,'I gave it a 10',0,0,0,0,0,0,1
amazon,'This results in the phone being either stuck at max volume or mute.',0,1,0,1,0,0,0
amazon,'Mobile Phone Tools are a must have.',0,0,0,1,0,0,1
amazon,'None of the three sizes they sent with the headset would stay in my ears.',0,0,0,1,0,0,0
imdb,'It is a really good show to watch.',1,0,0,1,0,0,1
imdb,'The problem was the script.',0,1,0,1,0,0,0
imdb,'I\"m not sure what he was trying to do with this film.',0,0,0,1,0,1,0
yelp,'The staff are also very friendly and efficient.',2,0,0,1,0,0,1
yelp,'As for the service: I\"m a fan, because it\"s quick and you\"re being served by some nice folks.',1,0,0,2,0,0,1
imdb,'It\"s a feel-good film and that\"s how I felt when I came out of the cinema!',0,0,0,1,1,0,1
imdb,'It\"s an empty, hollow shell of a movie.',0,1,0,2,0,0,0
imdb,'Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.',0,0,1,2,0,0,0
imdb,'Unless you\"re just out to visually \"collect\" all extant films of Austen\"s work, you can skip this one.',1,0,0,2,0,0,0
imdb,'My rating: just 3 out of 10.',0,0,0,1,0,0,0
yelp,'Great food and great service in a clean and friendly setting.',4,0,0,1,0,0,1
imdb,'Both films are terrible, but to the credit of the 1986 version, it was watchable.',0,1,0,3,0,0,0
imdb,'When Achille and Philippa beautifully sing a duet from \"Don Giovanni\" that perfectly describes their situation in the movie, you appreciate the subtle layers of this excellent film.',4,0,0,2,0,0,1
yelp,'My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.',2,0,0,3,0,0,1
amazon,'Utter crap.. Sound quality is TERRIBLE.',0,2,0,3,0,0,0
yelp,'Great place fo take out or eat in.',1,0,0,1,0,0,1
yelp,'The RI style calamari was a joke.',0,1,0,1,0,0,0
amazon,'Very much disappointed with this company.',0,1,0,1,0,0,0
imdb,'And it was boring.',0,1,0,1,0,0,0
amazon,'Couldn\"t figure it out',0,0,0,0,0,0,0
yelp,'The croutons also taste homemade which is an extra plus.',0,0,0,1,0,0,1
amazon,'Product is exactly as described.',1,0,0,1,0,0,1
yelp,'It\"ll be a regular stop on my trips to Phoenix!',0,0,0,1,1,0,1
amazon,'Good audio quality.',1,0,0,1,0,0,1
imdb,'I like Armand Assante & my cable company\"s summary sounded interesting, so I watched it, twice already, and probably will again.',2,0,0,4,0,0,1
imdb,'However, after finally watching this film, I realized that not only had I had a closed mind to the brilliance it depicts, I also found myself watching it over and over again.',1,0,0,4,0,1,1
amazon,'The only thing that I think could improve is the sound leaks out from the headset.',1,1,0,1,0,0,0
amazon,'I bought this phone as a replacement for my StarTac and have regretted it since.',0,1,0,1,0,0,0
amazon,'the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!',0,1,0,4,4,1,0
yelp,'If someone orders two tacos don\"t\" you think it may be part of customer service to ask if it is combo or ala cart?',0,0,0,1,0,0,0
yelp,'The food is good.',1,0,0,1,0,0,1
yelp,'It was awesome.',1,0,0,1,0,0,1
amazon,'This item is great, installed it, let it charged up overnite and it has been working good every since with no problems',2,1,0,2,0,1,1
yelp,'We made the drive all the way from North Scottsdale... and I was not one bit disappointed!',0,1,0,4,1,1,1
amazon,'I gave it 5 stars because of the sound quality.',0,0,0,1,0,0,1
imdb,'Brilliance indeed.',1,0,0,1,0,0,1
imdb,'Yes, it\"s that bad.',0,1,0,2,0,0,0
yelp,'The chicken I got was definitely reheated and was only ok, the wedges were cold and soggy.',0,1,0,2,0,0,0
amazon,'But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I\"m lost.',0,1,0,3,0,0,0
imdb,'The film\"s sole bright spot was Jonah Hill (who will look almost unrecognizable to fans of the recent Superbad due to the amount of weight he lost in the interim).',2,1,0,1,0,0,1
yelp,'The cow tongue and cheek tacos are amazing.',1,0,0,1,0,0,1
yelp,'My friend did not like his Bloody Mary.',1,1,0,1,0,1,0
imdb,'Much more interesting, more action, more suspense, and less of the unneeded controversy.',1,2,0,4,0,0,1
amazon,'After receiving and using the product for just 2 days it broke.',0,1,0,1,0,0,0
amazon,'I am going to have to be the first to negatively review this product.',0,0,0,1,0,0,0
yelp,'I had the chicken Pho and it tasted very bland.',0,1,0,1,0,0,0
imdb,'This scene is very strong and unpleasant.',1,1,0,1,0,0,0
amazon,'A pretty good product.',2,0,0,1,0,0,1
yelp,'a drive thru means you do not want to wait around for half an hour for your food, but somehow when we end up going here they make us wait and wait.',0,0,0,2,0,1,0
imdb,'It is rare when a film-maker takes the time to tell a worthy moral tale with care and love that doesn\"t fall into the trap of being overly syrupy or over indulgent.',3,2,0,1,0,1,1
imdb,'The guy who said he\"s had better dialogue with his potted plants has it right.',2,0,0,1,0,0,0
yelp,'Best of luck to the rude and non-customer service focused new management.',2,1,0,1,0,0,0
amazon,'It is cheap, and it feel and look just as cheap.',0,2,0,2,0,0,0
yelp,'I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.',0,0,0,1,0,0,0
yelp,'There is really nothing for me at postinos, hope your experience is better',1,0,0,1,0,1,0
yelp,'Four stars for the food & the guy in the blue shirt for his great vibe & still letting us in to eat !',1,1,0,1,1,0,1
amazon,'I can hear while I\"m driving in the car, and usually don\"t even have to put it on it\"s loudest setting.',0,0,0,2,0,1,1
imdb,'Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.',1,4,0,2,0,0,0
amazon,'I bought these hoping I could make my Bluetooth headset fit better but these things made it impossible to wear.',1,1,0,1,0,0,0
amazon,'Not enough volume.',1,0,0,1,0,1,0
yelp,'We were promptly greeted and seated.',1,0,0,1,0,0,1
amazon,'I have to jiggle the plug to get it to line up right to get decent volume.',2,0,0,1,0,0,0
yelp,'The building itself seems pretty neat; the bathroom is pretty trippy, but I wouldn\"t eat here again.',2,0,0,2,0,0,0
yelp,'After waiting an hour and being seated, I was not in the greatest of moods.',1,0,0,2,0,1,0
imdb,'I am so thrilled after seeing a movie like this.',2,0,0,1,0,0,1
imdb,'Almost all of the songs in Cover Girl are old-fashioned and not very tuneful.',0,0,0,1,0,1,0
imdb,'I knew when I saw the film that more great things were to come from this gifted actor.',2,0,0,1,0,0,1
imdb,'The characters are interesting and you want to find out more about them the longer the movie goes on, and I think people will be surprised by who does and doesn\"t make it.',1,0,0,2,0,1,1
imdb,'Lifetime does not air it enough, so if anyone knows what store sells it let me know because this is a must-have.',1,0,0,2,0,1,1
imdb,'It\"s like a bad two hour TV movie.',1,1,0,1,0,0,0
imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',3,0,0,2,0,0,1
amazon,'I did not have any problem with this item and would order it again if needed.',0,1,0,1,0,1,1
yelp,'Food was average at best.',1,0,0,1,0,0,0
imdb,'The result is a powerhouse achievement, made more timely now perhaps because of our culture\"s disturbing fascination with celebrity, and it\"s distorted interpretations of fame.',4,2,0,3,0,0,1
amazon,'They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.',1,1,0,3,0,2,1
yelp,'Very Very Disappointed ordered the $35 Big Bay Plater.',0,1,0,1,0,0,0
imdb,'I\"m still trying to get over how bad it was.',0,1,0,1,0,0,0
yelp,'It is PERFECT for a sit-down family meal or get together with a few friends.',1,0,0,1,0,0,1
amazon,'It was a waste of my money.',0,1,0,1,0,0,0
yelp,'The patio seating was very comfortable.',1,0,0,1,0,0,1
amazon,'Those phones are working just fine now.',1,0,0,1,0,0,1
amazon,'Keep up the good work Amazon!!',2,0,0,2,2,0,1
imdb,'Generally; it just lacked imagination.',0,1,0,1,0,0,0
imdb,'Editing: The editing of this film was phenomenal in my opinion.',1,0,0,1,0,0,1
imdb,'I would have casted her in that role after ready the script.',1,0,0,1,0,0,1
imdb,'Every element of this story was so over the top, excessively phony and contrived that it was painful to sit through.',1,4,0,2,0,0,0
amazon,'Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.',1,1,0,2,0,1,0
amazon,'The voice recognition thru the handset is excellent.',1,0,0,1,0,0,1
amazon,'Good case, Excellent value.',2,0,0,2,0,0,1
imdb,'A standout scene.',1,0,0,1,0,0,1
amazon,'Does not fit.',0,0,0,1,0,1,0
imdb,'I can\"t believe there\"s even a sequel to this!',0,0,0,1,1,1,0
amazon,'No buyers remorse on this one!.',0,1,0,2,1,1,0
yelp,'The owner used to work at Nobu, so this place is really similar for half the price.',1,0,0,2,0,0,1
imdb,'Punishment Park is a brilliant piece of cinema.',1,0,0,1,0,0,1
yelp,'dont go here.',0,0,0,1,0,0,0
amazon,'Don\"t buy this product.',0,0,0,1,0,1,0
