@relation first_attribute_v6-weka.filters.unsupervised.instance.Resample-S1-Z70.0

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
amazon,WORTHWHILE.,1,0,0,1,0,0,1
yelp,'The service was terrible, food was mediocre.',0,2,0,2,0,0,0
imdb,'The things that the four kids get themselves into is absolutely hilarious to watch.',1,0,0,1,0,0,1
imdb,'I can think of no other film where something vitally important occurs every other minute.',1,0,0,1,0,1,1
amazon,'Not as good as I had hoped.',1,0,0,1,0,1,0
imdb,'The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.',3,1,0,1,0,0,0
imdb,'I really liked that.',1,0,0,1,0,0,1
imdb,'It\"s like a bad two hour TV movie.',1,1,0,1,0,0,0
amazon,'I got it because it was so small and adorable.',1,0,0,1,0,0,1
amazon,'Bad Reception.',0,1,0,1,0,0,0
yelp,'We enjoy their pizza and brunch.',1,0,0,1,0,0,1
yelp,'How awesome is that.',1,0,0,1,0,0,1
amazon,'They do not care about the consumer one bit.',0,0,0,1,0,1,0
imdb,'This convention never worked well in the past, and certainly doesn\"t work here.',3,0,0,2,0,2,0
imdb,'Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.',1,1,0,4,0,0,0
amazon,'You won\"t regret it!',0,1,0,1,1,1,1
yelp,'The black eyed peas and sweet potatoes... UNREAL!',2,0,0,4,1,0,1
imdb,'I\"m glad the film didn\"t go for the most obvious choice, as a lesser film certainly would have.',1,0,0,2,0,1,1
amazon,'Its well-designed and very sharp -- the blue is a very nice color.',2,0,0,1,0,0,1
imdb,'Kathy Bates is wonderful in her characters subtle desperation and escapism; a variation on her character in \"At Play In The Fields Of The Lord\".',1,1,0,1,0,0,1
yelp,'The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.',0,1,0,2,0,1,0
yelp,'The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.',1,0,0,3,0,0,1
yelp,'No one at the table thought the food was above average or worth the wait that we had for it.',1,0,0,1,0,1,0
yelp,'Their steaks are 100\% recommended!',1,0,0,1,1,0,1
imdb,'The warmth it generates is in contrast to its austere backdrop.',1,1,0,1,0,0,1
yelp,'We loved the biscuits!!!',1,0,0,3,3,0,1
yelp,'The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.',0,0,0,1,0,0,0
imdb,'The performances are not improved by improvisation, because the actors now have twice as much to worry about: not only whether they\"re delivering the line well, but whether the line itself is any good.',3,1,0,3,0,2,0
imdb,'there are so many problems i dont know where to start.',0,1,0,1,0,0,0
amazon,'Thanks again to Amazon for having the things I need for a good price!',1,0,0,1,1,0,1
yelp,'I asked multiple times for the wine list and after some time of being ignored I went to the hostess and got one myself.',0,0,0,1,0,0,0
yelp,'The food was excellent and service was very good.',2,0,0,1,0,0,1
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',4,0,0,2,0,0,1
amazon,'I love being able to use one headset for both by land-line and cell.',1,0,0,1,0,0,1
amazon,'This phone might well be the worst I\"ve ever had in any brand.',1,1,0,1,0,0,0
amazon,'Reversible plug works great.',2,0,0,1,0,0,1
amazon,'Doesn\"t Work.',1,0,0,1,0,1,0
imdb,'I do think Tom Hanks is a good actor.',1,0,0,1,0,0,1
amazon,'Small, sleek, impressive looking, practical setup with ample storage in place.',3,0,0,4,0,0,1
amazon,'It\"s A PIECE OF CRAP!',0,1,0,1,1,0,0
imdb,'I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.',4,1,0,2,0,0,1
imdb,'Linda Cardellini is the only thing good in this film.',1,0,0,1,0,0,1
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',1,2,0,1,0,0,0
yelp,'I would recommend saving room for this!',1,0,0,1,1,0,1
yelp,'And then tragedy struck.',0,2,0,1,0,0,0
yelp,'No, I\"m going to eat the potato that I found some strangers hair in it.',0,0,0,2,0,1,0
imdb,'Lewis Black\"s considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won\"t allow.',1,2,0,3,0,1,0
amazon,'Does not fit.',0,0,0,1,0,1,0
yelp,'you can watch them preparing the delicious food!)',1,0,0,1,1,0,1
imdb,'And the accents are absolutely abysmal!',0,1,0,1,1,0,0
amazon,'I found the product to be easy to set up and use.',1,0,0,1,0,0,1
amazon,'Doesn\"t do the job.',0,0,0,1,0,1,0
yelp,'Not much flavor to them, and very poorly constructed.',0,1,0,2,0,1,0
yelp,'Interesting decor.',1,0,0,1,0,0,1
imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',3,0,0,2,0,0,1
amazon,'Phone is sturdy as all nokia bar phones are.',1,0,0,1,0,0,1
imdb,'His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.',3,0,0,3,0,1,1
amazon,'I am going to have to be the first to negatively review this product.',0,0,0,1,0,0,0
imdb,'There\"s also enough hypocrisy in this film to make me vomit.',1,2,0,1,0,0,0
imdb,'Even if you love bad movies, do not watch this movie.',1,1,0,2,0,1,0
yelp,'WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.',0,0,0,1,0,1,0
amazon,'Good Quality.',1,0,0,1,0,0,1
amazon,'Nice case, feels good in your hands.',2,0,0,2,0,0,1
amazon,'It is very comfortable to wear as well, which is probably the most important aspect about using a case.',3,0,0,2,0,0,1
imdb,'I wasn\"t the least bit interested.',0,0,0,1,0,1,0
imdb,'There are massive levels, massive unlockable characters... it\"s just a massive game.',0,0,0,5,0,0,1
imdb,'Lot of holes in the plot: there\"s nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.',1,0,0,1,0,2,0
amazon,'This case seems well made.',1,0,0,1,0,0,1
yelp,'It wasn\"t busy at all and now we know why.',0,0,0,1,0,1,0
imdb,'My rating: just 3 out of 10.',0,0,0,1,0,0,0
imdb,'If only someone involved with it knew how to string together narrative!',0,0,0,1,1,0,0
imdb,'I know that Jim O\"Connor was very energetic and that nobody could be as much as him, but George was well dull.',2,1,0,2,0,0,0
yelp,'I never come again.',0,0,0,1,0,1,0
amazon,'Don\"t buy this product.',0,0,0,1,0,1,0
amazon,'It\"s so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.',0,1,0,4,0,0,0
yelp,'When I opened the sandwich, I was impressed, but not in a good way.',2,0,0,3,0,1,0
imdb,'This film highlights the fundamental flaws of the legal process, that it\"s not about discovering guilt or innocence, but rather, is about who presents better in court.',1,2,0,4,0,1,1
imdb,'I wasn\"t the least bit interested.',0,0,0,1,0,1,0
yelp,'This is a disgrace.',0,1,0,1,0,0,0
amazon,'The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.',2,0,0,5,0,0,1
imdb,'The suspense builders were good, & just cross the line from G to PG.',1,0,0,2,0,0,1
imdb,'Still it\"s quite interesting and entertaining to follow.',2,0,0,1,0,0,1
imdb,'This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.',1,1,0,1,0,0,0
amazon,'There\"s a horrible tick sound in the background on all my calls that I have never experienced before.',0,1,0,1,0,1,0
yelp,'The ambiance isn\"t much better.',1,0,0,1,0,1,0
imdb,'I will never forget it now.',0,0,0,1,0,1,1
imdb,'But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.',2,2,0,5,0,0,0
yelp,'Good service, very clean, and inexpensive, to boot!',3,0,0,4,1,0,1
yelp,'The portion was huge!',0,0,0,1,1,0,1
yelp,'At least think to refill my water before I struggle to wave you over for 10 minutes.',0,1,0,1,0,0,0
yelp,'Best Buffet in town, for the price you cannot beat it.',1,0,0,2,0,0,1
yelp,'Just don\"t know why they were so slow.',0,1,0,1,0,1,0
imdb,'Kieslowski never ceases to amaze me.',1,0,0,1,0,1,1
yelp,'This place deserves no stars.',0,0,0,1,0,1,0
yelp,'Awful service.',0,1,0,1,0,0,0
imdb,'The script iswas there a script?',0,0,0,1,0,0,0
imdb,'This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.',0,2,0,2,0,0,0
amazon,'I usually don\"t like headbands but this one is very lightweight & doesn\"t mess up my hair.',1,1,0,1,0,2,1
yelp,'the staff is friendly and the joint is always clean.',2,0,0,1,0,0,1
yelp,'We asked for the bill to leave without eating and they didn\"t bring that either.',0,0,0,1,0,1,0
amazon,'Worst ever.',0,1,0,1,0,0,0
amazon,'The mic is great.',1,0,0,1,0,0,1
imdb,'About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.',1,3,0,3,0,1,0
amazon,'My colleague & I now get great reception.A little expensive, but performance is great.',2,1,1,3,0,0,1
imdb,'My rating: just 3 out of 10.',0,0,0,1,0,0,0
yelp,'We made the drive all the way from North Scottsdale... and I was not one bit disappointed!',0,1,0,4,1,1,1
imdb,'Yet, I enjoy watching it.',1,0,0,2,0,0,1
yelp,'I loved the bacon wrapped dates.',1,0,0,1,0,0,1
imdb,'Raw and sublimely moving.',0,0,0,1,0,0,1
yelp,'The Veggitarian platter is out of this world!',0,0,0,1,1,0,1
imdb,'Yeah, the movie pretty much sucked.',1,1,0,2,0,0,0
yelp,'Seriously killer hot chai latte.',1,1,0,1,0,0,1
yelp,'Point your finger at any item on the menu, order it and you won\"t be disappointed.',0,1,0,2,0,1,1
yelp,'I probably won\"t be coming back here.',0,0,0,1,0,1,0
yelp,'The manager was the worst.',0,1,0,1,0,0,0
yelp,'For sushi on the Strip, this is the place to go.',0,0,0,2,0,0,1
amazon,'Oh and I forgot to also mention the weird color effect it has on your phone.',0,1,0,1,0,0,0
imdb,'The scenery that the two daughters paint and photograph are beautiful.',1,0,0,1,0,0,1
amazon,'Items stated as included from the description ARE NOT INCLUDED.',0,0,0,1,0,1,0
yelp,'My friend loved the salmon tartar.',1,0,0,1,0,0,1
imdb,'You truly take this journey through the eyes and soul of a child.',0,0,0,1,0,0,1
yelp,'Good food , good service .',2,2,0,2,0,0,1
imdb,'Loved the casting of Jimmy Buffet as the science teacher.',1,0,0,1,0,0,1
yelp,'Their chow mein is so good!',1,0,0,1,1,0,1
yelp,'Join the club and get awesome offers via email.',1,0,0,1,0,0,1
imdb,'Personally, I think it shows that people should learn to find a compromise them self without involving other people into issue.',0,1,0,2,0,0,1
amazon,'Not only will it drain your player, but may also potentially fry it.',0,1,0,2,0,1,0
yelp,'Food was good, service was good, Prices were good.',3,0,0,3,0,0,1
amazon,'This product is very High quality Chinese CRAP!!!!!!',0,1,0,6,6,0,0
amazon,'Love This Phone.',1,0,0,1,0,0,1
amazon,'I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good',2,1,0,2,0,0,0
imdb,'I don\"t think there are any redeeming qualities in this remake.',1,0,0,1,0,1,0
imdb,'The film deserves strong kudos for taking this stand, for having exceptional acting from its mostly lesser-known cast and for the super-intelligent script that doesn\"t insult the audience or take the easy way out when it comes to white racism.',4,3,0,2,0,1,1
amazon,'Bad Reception.',0,1,0,1,0,0,0
yelp,'5 stars for the brick oven bread app!',0,0,0,1,1,0,1
amazon,'I received my orders well within the shipping timeframe, everything was in good working order and overall, I am very excited to have this source.',3,0,0,3,0,0,1
imdb,'I was bored throughout the whole damn thing.',0,2,0,1,0,0,0
yelp,'I will come back here every time I\"m in Vegas.',0,0,0,1,0,0,1
imdb,'I saw this short film on HBO the other day and absolutely loved it.',1,0,0,1,0,0,1
amazon,'Then I had to continue pairing it periodically since it somehow kept dropping.',0,0,0,1,0,0,0
imdb,'You could drive a semi truck into these holes!',0,0,0,1,1,0,0
amazon,'You get what you pay for I guess.',0,0,0,1,0,0,0
yelp,'I would avoid this place if you are staying in the Mirage.',0,2,0,1,0,0,0
imdb,'The acting was bad.',0,1,0,1,0,0,0
amazon,'Highly recommend for any one who has a blue tooth phone.',1,0,0,1,0,0,1
yelp,'Also there are combos like a burger, fries, and beer for 23 which is a decent deal.',2,0,0,3,0,0,1
amazon,'My only complaint is the standard sound volume is a little low even when turned up to 5(of 5)',0,1,1,0,0,0,0
imdb,'Funny, clever, hip - just like Pray\"s previous film, Hype!',2,2,0,4,1,0,1
amazon,'I still maintain that monkeys shouldn\"t make headphones, we just obviously don\"t share enough DNA to copy the design over to humans.',1,0,0,2,0,2,0
yelp,'Crust is not good.',1,0,0,1,0,1,0
amazon,'Its reception is very very poor.',0,1,0,1,0,0,0
imdb,'Unfortunately, inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict.',0,4,1,2,0,0,0
yelp,'Terrible service!',0,1,0,1,1,0,0
imdb,'Very little music or anything to speak of.',0,0,1,1,0,0,0
imdb,'Yes, this film does require a rather significant amount of puzzle-solving, but the pieces fit together to create a beautiful picture.',2,0,0,3,0,0,1
amazon,'AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.',0,0,0,1,0,0,0
yelp,'Very bad Experience!',0,1,0,1,1,0,0
yelp,'I ordered the Voodoo pasta and it was the first time I\"d had really excellent pasta since going gluten free several years ago.',2,0,0,1,0,0,1
yelp,'Worst martini ever!',0,1,0,1,1,0,0
yelp,'That\"s right....the red velvet cake.....ohhh this stuff is so good.',1,0,0,10,0,0,1
amazon,'It is practically useless and did not add any kind of boost to my reception after I bought it.',1,1,0,1,0,1,0
amazon,'Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.',1,1,0,2,0,1,0
imdb,'The kids are very cool too.',1,0,0,1,0,0,1
yelp,'Food was average at best.',1,0,0,1,0,0,0
amazon,'Excellent dual-purpose headset.',1,0,0,1,0,0,1
imdb,'This is one of the best movies out there that shows such strong sibling bond for each other.',2,0,0,1,0,0,1
imdb,'It\"s as continuously beautiful to look at as a Bertolucci, but the relationships here are more convincing and the narrative more engaging than some of that master\"s work.',4,0,0,2,0,0,1
imdb,'An Italian reviewer called this \"a small, great film,\" and that\"s right.',2,0,0,3,0,0,1
yelp,'Overall, I don\"t think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.',0,1,0,2,0,1,0
imdb,'None of them are engaging or exciting.',2,0,0,1,0,0,0
yelp,'Reasonably priced also!',1,0,0,1,1,0,1
imdb,'Often the dialogue doesn\"t really follow from one line to another, or fit the surroundings.',0,0,0,2,0,1,0
imdb,'The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.',0,3,0,1,0,0,0
yelp,'I recently tried Caballero\"s and I have been back every week since!',0,0,0,1,1,0,1
imdb,'This movie is great--especially if you enjoy visual arts.',1,0,0,1,0,0,1
yelp,'- They never brought a salad we asked for.',0,0,0,1,0,1,0
amazon,'Who in their right mind is gonna buy this battery?.',1,0,0,2,0,0,0
imdb,'All things considered, a job very well done.',1,0,0,2,0,0,1
amazon,'very good product, well made.',2,0,0,2,0,0,1
imdb,'GO AND SEE IT!',0,0,0,1,1,0,1
amazon,'This is hands down the best phone I\"ve ever had.',1,0,0,1,0,0,1
yelp,'I love the decor with the Chinese calligraphy wall paper.',1,0,0,1,0,0,1
yelp,'The service was extremely slow.',0,1,0,1,0,0,0
yelp,'I would not recommend this place.',1,0,0,1,0,1,0
imdb,'I am so thrilled after seeing a movie like this.',2,0,0,1,0,0,1
yelp,'I did not expect this to be so good!',1,0,0,1,1,1,1
yelp,'I won\"t be back.',0,0,0,1,0,1,0
yelp,'Cooked to perfection and the service was impeccable.',2,0,0,1,0,0,1
imdb,'The only real effects work is the presence of all the animals, and the integration of those into the scenes is some of the worst and most obvious blue/green-screen work I\"ve ever seen.',2,1,0,2,0,0,0
yelp,'OMG, the food was delicioso!',0,0,0,2,1,0,1
amazon,'I love the camera, it\"s really pretty good quality.',3,0,0,2,0,0,1
yelp,'We\"ve tried to like this place but after 10+ times I think we\"re done with them.',2,0,0,1,0,0,0
yelp,'Don\"t waste your time here.',0,1,0,1,0,1,0
amazon,'Big Disappointment with calendar sync.',0,1,0,1,0,0,0
imdb,'This was such an awesome movie that i bought it off of Ebay.',1,0,0,1,0,0,1
yelp,'Do yourself a favor and stay away from this dish.',1,0,0,1,0,0,0
amazon,'This product is very High quality Chinese CRAP!!!!!!',0,1,0,6,6,0,0
yelp,'I ordered the Lemon raspberry ice cocktail which was also incredible.',1,1,0,1,0,0,1
yelp,'The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.',4,0,0,2,0,0,1
amazon,'Great Value.',1,0,0,1,0,0,1
amazon,'I have had TMobile service for 2 or 3 years now, and I am pretty happy with it.',2,0,0,2,0,0,1
yelp,'The pizza tasted old, super chewy in not a good way.',2,1,0,2,0,1,0
imdb,'The stories were powerful explorations of the nature of man and of art.',1,0,0,1,0,0,1
yelp,'The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.',0,1,0,1,0,1,0
amazon,'Really good product.',1,0,0,1,0,0,1
yelp,'Definitely not worth the $3 I paid.',1,0,0,1,0,1,0
imdb,'He owns the film, just as Spacek owned \"Coal Miner\"s Daughter\" and Quaid owned \"Great Balls of Fire.',0,0,0,2,0,0,1
yelp,'CONCLUSION: Very filling meals.',0,0,0,1,0,0,1
yelp,'AN HOUR... seriously?',0,0,0,4,0,0,0
imdb,'A great film by a great director.',2,0,0,1,0,0,1
yelp,'RUDE & INCONSIDERATE MANAGEMENT.',0,2,0,1,0,0,0
imdb,'It is an insane game.',0,1,0,1,0,0,1
imdb,'This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven\"t seen before.',1,0,0,2,0,1,1
imdb,'It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.',2,0,0,2,0,0,1
yelp,'Owner\"s are really great people.!',1,0,0,2,1,0,1
yelp,'Come hungry, leave happy and stuffed!',1,0,0,2,1,0,1
imdb,'The story unfolds in 18th century Jutland and the use of period music played on period instruments is just one more fine touch.',1,0,0,1,0,0,1
imdb,'Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.',1,1,0,4,0,1,1
yelp,'For service, I give them no stars.',0,0,0,2,0,1,0
yelp,'That\"s right....the red velvet cake.....ohhh this stuff is so good.',1,0,0,10,0,0,1
yelp,'The ambiance was incredible.',1,0,0,1,0,0,1
yelp,'I have been here several times in the past, and the experience has always been great.',1,0,0,2,0,0,1
amazon,'Works as described.',1,0,0,1,0,0,1
imdb,'Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.',0,1,0,3,0,0,0
amazon,'I love all the features and form factor.',1,0,0,1,0,0,1
amazon,WORTHWHILE.,1,0,0,1,0,0,1
yelp,'An excellent new restaurant by an experienced Frenchman.',1,0,0,1,0,0,1
yelp,'I have been here several times in the past, and the experience has always been great.',1,0,0,2,0,0,1
yelp,'2 times - Very Bad Customer Service !',0,2,0,1,1,0,0
amazon,'It\"s AGGRAVATING!',0,1,0,1,1,0,0
amazon,'Good case!.',1,0,0,2,1,0,1
amazon,'T-Mobile has the best customer service anywhere.',1,0,0,1,0,0,1
amazon,'It is so small and you don\"t even realize that it is there after a while of getting used to it.',0,0,0,1,0,1,1
yelp,'After I pulled up my car I waited for another 15 minutes before being acknowledged.',0,0,0,1,0,0,0
yelp,'I can assure you that you won\"t be disappointed.',1,1,0,1,0,1,1
yelp,'This place has a lot of promise but fails to deliver.',1,1,0,1,0,0,0
amazon,'The BT headset was such a disapoinment.',0,0,0,1,0,0,0
imdb,'Not too screamy not to masculine but just right.',1,0,0,1,0,2,1
amazon,'I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.',0,0,0,2,0,0,0
yelp,'Pricing is a bit of a concern at Mellow Mushroom.',0,1,0,1,0,0,0
amazon,'It\"s been my choice headset for years.Great sound; good volume; good noise cancellation.',2,1,0,2,0,0,1
imdb,'Simply beautiful.',1,0,0,1,0,0,1
yelp,'Will go back next trip out.',0,0,0,1,0,0,1
yelp,'I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.',0,0,0,1,0,1,0
amazon,'For the price on Amazon, it is an excellent product, which I would highly recommend.',2,0,0,3,0,0,1
yelp,'Don\"t waste your time here.',0,1,0,1,0,1,0
yelp,'He deserves 5 stars.',0,0,0,1,0,0,1
yelp,'The sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well.',2,0,0,1,0,0,1
yelp,'Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV\"s.',1,0,0,1,0,0,1
amazon,'Please dont waste your money.',0,1,0,1,0,0,0
imdb,'In a most wonderful location lies a story of contrast.',1,1,0,1,0,0,1
imdb,'I am a fan of his ... This movie sucked really bad.',0,3,0,4,0,0,0
imdb,'Shot in the Southern California desert using his patent faux documentary style, Watkins creates a film like no other.',1,1,0,2,0,1,1
yelp,'the potatoes were great and so was the biscuit.',1,0,0,1,0,0,1
yelp,'The meat was pretty dry, I had the sliced brisket and pulled pork.',1,0,0,2,0,0,0
amazon,'It has been a winner for us.',1,0,0,1,0,0,1
yelp,'This is some seriously good pizza and I\"m an expert/connisseur on the topic.',1,0,0,1,0,0,1
yelp,'My breakfast was perpared great, with a beautiful presentation of 3 giant slices of Toast, lightly dusted with powdered sugar.',2,0,0,3,0,0,1
amazon,'Great software for Motorolas.',1,0,0,1,0,0,1
yelp,'Wow... Loved this place.',2,0,0,4,0,0,1
yelp,'I work in the hospitality industry in Paradise Valley and have refrained from recommending Cibo any longer.',2,0,0,1,0,0,0
amazon,'Excellent product for the price.',1,0,0,1,0,0,1
yelp,'Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.',1,0,0,1,0,0,1
imdb,'This movie is great--especially if you enjoy visual arts.',1,0,0,1,0,0,1
yelp,'We won\"t be going back.',0,0,0,1,0,1,0
yelp,'Terrible service!',0,1,0,1,1,0,0
amazon,'The design is very good.4.',0,0,0,2,0,0,1
amazon,'Good case!.',1,0,0,2,1,0,1
yelp,'I was seated immediately.',0,0,0,1,0,0,1
imdb,'Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!',1,1,0,3,1,0,0
yelp,'Left very frustrated.',0,1,0,1,0,0,0
amazon,'WELL IM SATISFIED.',2,0,0,1,0,0,1
yelp,'We ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything.',0,2,0,1,0,0,0
amazon,'I have only had it for a few weeks, but so far, so good.',1,0,0,3,0,0,1
imdb,'For those that haven\"t seen it, don\"t waste your time!',0,1,0,2,1,2,0
amazon,'W810i is just SUPERB.',1,0,0,1,0,0,1
amazon,'The earpiece on this is too large or too heavy...it keeps falling out of my ear.',0,1,0,4,0,0,0
yelp,'I ordered the Voodoo pasta and it was the first time I\"d had really excellent pasta since going gluten free several years ago.',2,0,0,1,0,0,1
amazon,'As I said above....PRETTY USELESS!',0,1,0,5,1,0,0
amazon,'The phone takes FOREVER to charge like 2 to 5 hours literally.',1,0,0,1,0,0,0
yelp,'I could care less... The interior is just beautiful.',1,0,0,4,0,0,1
yelp,'As much as I\"d like to go back, I can\"t get passed the atrocious service and will never return.',1,1,0,2,0,2,0
yelp,'Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.',1,0,1,2,0,0,1
yelp,'My ribeye steak was cooked perfectly and had great mesquite flavor.',2,0,0,1,0,0,1
yelp,'I was disgusted because I was pretty sure that was human hair.',1,1,0,1,0,0,0
amazon,'Not only will it drain your player, but may also potentially fry it.',0,1,0,2,0,1,0
yelp,'Everything was perfect the night we were in.',1,0,0,1,0,0,1
yelp,'Although I very much liked the look and sound of this place, the actual experience was a bit disappointing.',1,1,0,2,0,0,0
imdb,'When I saw it in the theater I thought I was going to be sick.',0,1,0,1,0,0,0
yelp,'We watched our waiter pay a lot more attention to other tables and ignore us.',0,1,0,1,0,0,0
amazon,'You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.',0,0,0,2,0,0,0
yelp,'The best place to go for a tasty bowl of Pho!',2,0,0,1,1,0,1
imdb,'But this movie is not funny, considering the ridiculousness of it.',0,1,0,2,0,1,0
yelp,'Very good, though!',1,0,0,2,1,0,1
amazon,'AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.',0,0,0,1,0,0,0
amazon,'The battery runs down quickly.',0,0,0,1,0,0,0
yelp,'Owner\"s are really great people.!',1,0,0,2,1,0,1
yelp,'I started this review with two stars, but I\"m editing it to give it only one.',0,0,0,2,0,0,0
yelp,'They were golden-crispy and delicious.',1,0,0,1,0,0,1
amazon,'Saggy, floppy piece of junk.',0,2,0,2,0,0,0
imdb,'Sam Shepard\"s portrayal of a gung ho Marine was sobering.',0,1,0,1,0,0,1
amazon,'Yet Plantronincs continues to use the same flawed charger design.',0,1,0,1,0,0,0
yelp,'Both of the egg rolls were fantastic.',1,0,0,1,0,0,1
imdb,'I hate movies like that.',1,1,0,1,0,0,0
amazon,'The only thing that I think could improve is the sound leaks out from the headset.',1,1,0,1,0,0,0
yelp,'If you\"re not familiar, check it out.',0,0,0,2,0,1,1
imdb,'But this movie really got to me.',0,0,0,1,0,0,1
imdb,'It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.',1,0,0,1,0,0,0
imdb,'I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.',1,1,0,6,0,1,0
yelp,'Cant say enough good things about this place.',2,0,0,1,0,0,1
imdb,'The only possible way this movie could be redeemed would be as MST3K fodder.',0,0,0,1,0,0,0
yelp,'He was terrible!',0,1,0,1,1,0,0
amazon,'Rip off---- Over charge shipping.',0,1,0,1,0,0,0
yelp,'The grilled chicken was so tender and yellow from the saffron seasoning.',1,0,0,1,0,0,1
imdb,'To sum the film up, \"Breeders\" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.',1,3,0,3,0,0,0
amazon,'Low Quality.',0,0,0,1,0,0,0
amazon,'I like the fact that it rests lightly against your ear, rather than inside.',1,0,0,2,0,0,1
imdb,'Filmiing was less expansive.',1,0,0,1,0,0,0
imdb,'the cast was great.',1,0,0,1,0,0,1
amazon,'We would recommend these to others.',1,0,0,1,0,0,1
amazon,'Good product, good seller.',2,0,0,2,0,0,1
amazon,'I Was Hoping for More.',0,0,0,1,0,0,0
amazon,'I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!',0,1,0,1,1,1,1
yelp,'I\"m so happy to be here!!!\"',1,0,0,3,3,0,1
imdb,'It even has its sweet moments.',1,0,0,1,0,0,1
amazon,'Sprint - terrible customer service.',0,1,0,1,0,0,0
amazon,'Good value, works fine - power via USB, car, or wall outlet.',3,0,0,4,0,0,1
imdb,'Attempting artiness with black & white and clever camera angles, the movie disappointed - became even more ridiculous - as the acting was poor and the plot and lines almost non-existent.',1,4,0,2,0,0,0
yelp,'It was way over fried.',0,1,0,1,0,0,0
imdb,'It was clear that she had the range and ability to pull off this part.',1,0,0,1,0,0,1
yelp,'It\"s too bad the food is so damn generic.',0,2,0,1,0,0,0
yelp,'It took over 30 min to get their milkshake, which was nothing more than chocolate milk.',0,0,0,2,0,1,0
amazon,'After charging overnight, these batteries work great.',2,0,0,2,0,0,1
yelp,'The cashier had no care what so ever on what I had to say it still ended up being wayyy overpriced.',0,1,0,1,0,1,0
imdb,'If you act in such a film, you should be glad that you\"re gonna drift away from earth as far as possible!',1,0,0,2,1,0,0
imdb,'I loved it, it was really scary.',1,1,0,2,0,0,1
imdb,'The soundtrack wasn\"t terrible, either.',0,1,0,2,0,1,1
