@relation first_attribute_v4-weka.filters.supervised.instance.Resample-B0.0-S1-Z30.0-no-replacement-V

@attribute source string
@attribute text string
@attribute positive_words numeric
@attribute negative_words numeric
@attribute negative_adverbs numeric
@attribute punctuation_sum numeric
@attribute punctuation_exclamation numeric
@attribute negation numeric
@attribute class {0,1}

@data
amazon,'It is unusable in a moving car at freeway speed.',0,1,0,1,0,0,0
amazon,'I have two more years left in this contract and I hate this phone.',0,1,0,1,0,0,0
amazon,'You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short.',0,0,0,2,0,0,0
amazon,'Poor Talk Time Performance.',0,1,0,1,0,0,0
imdb,'What this film lacks is a convincing script.',1,1,0,1,0,0,0
amazon,'I was not impressed by this product.',1,0,0,1,0,1,0
amazon,'I only hear garbage for audio.',0,1,0,1,0,0,0
imdb,'If you see it, you should probably just leave it on the shelf.',0,0,0,2,0,0,0
amazon,'AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.',0,0,0,1,0,0,0
imdb,'the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.',0,1,0,1,0,0,0
amazon,'Not loud enough and doesn\"t turn on like it should.',2,1,0,1,0,2,0
imdb,'Everything about it is just bad.',0,0,0,1,0,0,0
imdb,'Bad characters, bad story and bad acting.',0,3,0,2,0,0,0
amazon,'Essentially you can forget Microsoft\"s tech support.',0,0,0,1,0,0,0
amazon,'Buy a different phone - but not this.',0,0,0,1,0,1,0
amazon,'You have to hold the phone at a particular angle for the other party to hear you clearly.',0,0,0,1,0,0,0
imdb,'So bad...well...it\"s just bad.',0,0,0,7,0,0,0
amazon,'A week later after I activated it, it suddenly died.',0,0,0,2,0,0,0
amazon,'Mic Doesn\"t work.',0,0,0,1,0,1,0
imdb,'I paid too much.',0,0,0,1,0,0,0
amazon,'Do Not Buy for D807...wrongly advertised for D807.',0,0,0,4,0,1,0
amazon,'I purchased this and within 2 days it was no longer working!!!!!!!!!',0,0,0,9,9,1,0
imdb,Awful.,0,0,0,1,0,0,0
imdb,'I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.',0,2,0,2,0,2,0
imdb,'I really don\"t see how anyone could enjoy this movie.',1,0,0,1,0,1,0
amazon,'The construction of the headsets is poor.',0,0,0,1,0,0,0
imdb,'I cannot believe that the actors agreed to do this \"film\".',0,0,0,1,0,0,0
amazon,'The ear buds only play music in one ear.',0,0,0,1,0,0,0
amazon,'Dont waste your money...',0,1,0,3,0,0,0
amazon,'If you plan to use this in a car forget about it.',0,0,0,1,0,0,0
amazon,'I found this product to be waaay too big.',0,0,0,1,0,0,0
amazon,'I\"m very disappointed with my decision.',0,1,0,1,0,0,0
amazon,'Buyer Beware, you could flush money right down the toilet.',1,0,0,2,0,0,0
imdb,'Director Paul Matthews, who also wrote/directed the weak 1995 monster movie \"Grim\", clearly doesn\"t know how to pace his films.',1,2,0,3,0,1,0
amazon,'That\"s a huge design flaw (unless I\"m not using it correctly, which I don\"t think is the case).',0,1,0,2,0,2,0
amazon,'The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.',2,1,0,4,0,0,0
amazon,'I purcashed this for the car charger and it does not work.',0,0,0,1,0,1,0
imdb,'It\"s very slow.',0,0,0,1,0,0,0
amazon,'Could not get strong enough signal.',2,0,0,1,0,1,0
amazon,'Bad Quality.',0,1,0,1,0,0,0
amazon,'Basically the service was very bad.',0,0,0,1,0,0,0
amazon,'it did not work in my cell phone plug i am very up set with the charger!.',1,0,0,2,1,1,0
amazon,'The BT headset was such a disapoinment.',0,0,0,1,0,0,0
imdb,'but the movie makes a lot of serious mistakes.',0,0,0,1,0,0,0
amazon,'The majority of the Logitech earbud headsets failed.',0,0,0,1,0,0,0
amazon,'In my house I was getting dropped coverage upstairs and no coverage in my basement.',0,0,0,1,0,1,0
amazon,'What a waste.',0,0,0,1,0,0,0
amazon,'During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.',0,0,0,2,0,0,0
imdb,'There was NO chemistry between Ben Affleck and Sandra Bullock in this film, and I couldn\"t understand why he would consider even leaving his wife-to-be for this chick that he supposedly was knocked out by.',0,0,0,2,0,1,0
amazon,'very disappointed.',0,0,0,1,0,0,0
amazon,'The phone takes FOREVER to charge like 2 to 5 hours literally.',1,0,0,1,0,0,0
amazon,'What a waste of time!',0,1,0,1,1,0,0
imdb,'Even the squibs look awful.',0,0,0,1,0,0,0
amazon,'Items stated as included from the description ARE NOT INCLUDED.',0,0,0,1,0,1,0
amazon,'After 3 months, screen just went black all of a sudden.',0,0,0,2,0,0,0
amazon,'I Was Hoping for More.',0,0,0,1,0,0,0
imdb,'It\"s a case of \"so bad it is laughable\".',0,1,0,1,0,0,0
imdb,'At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn\"t.',1,0,0,7,0,0,0
amazon,'All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.',1,1,0,3,0,0,0
amazon,'This is essentially a communications tool that does not communicate.',0,0,0,1,0,1,0
amazon,'I still maintain that monkeys shouldn\"t make headphones, we just obviously don\"t share enough DNA to copy the design over to humans.',1,0,0,2,0,2,0
amazon,'Doesn\"t work at all.. I bougth it for my L7c and its not working.',1,0,0,3,0,2,0
amazon,'doesn\"t last long.',0,0,0,1,0,1,0
amazon,'One thing I hate is the mode set button at the side.',0,1,0,1,0,0,0
amazon,'Thank you for wasting my money.',1,1,0,1,0,0,0
imdb,'Highly unrecommended.',0,0,0,1,0,0,0
amazon,'I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.',1,1,0,3,0,0,0
amazon,'It only recognizes the Phone as its storage device.',0,0,0,1,0,0,0
amazon,'If you like a loud buzzing to override all your conversations, then this phone is for you!',1,2,0,2,1,0,0
amazon,'Don\"t buy this product.',0,0,0,1,0,1,0
amazon,'I\"ve had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.',1,0,0,1,0,1,0
imdb,'This is not movie-making.',0,0,0,1,0,1,0
imdb,'Which is precisely why I am giving it such a bad review!',1,1,0,1,1,0,0
imdb,'The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.',3,0,0,1,0,0,0
amazon,'Waste of 13 bucks.',0,1,0,1,0,0,0
amazon,'But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and then I\"m lost.',0,0,0,3,0,0,0
amazon,'The replacement died in a few weeks.',0,1,0,1,0,0,0
imdb,'Didn\"t laugh or even smile once.',1,0,0,1,0,1,0
amazon,'Not impressed.',0,0,0,1,0,1,0
imdb,'But it wasn\"t anything at all just one big yawn...',0,0,0,3,0,1,0
amazon,'The pleather case doesn\"t fit.',0,0,0,1,0,1,0
amazon,'useless phone, simply deaf.',0,1,0,2,0,0,0
amazon,'It makes very strange ticking noises before it ends the call.',0,2,0,1,0,0,0
amazon,'Battery lasts only a few hours.',0,0,0,1,0,0,0
amazon,'We are sending it back.',0,0,0,1,0,0,0
amazon,'I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bought this form online anyway.',0,1,0,1,0,2,0
imdb,'Avoid at ALL costs!',0,0,0,1,1,0,0
amazon,'I also didn\"t like the \"on\" button, it felt like it would crack with use.',2,1,0,2,0,1,0
amazon,'WORST PHONE EVER.',0,1,0,1,0,0,0
amazon,'Freezes frequently4.',0,1,0,1,0,0,0
amazon,'It\"s kind of embarrassing to use because of how it looks and mostly it\"s embarrassing how child-like the company is.',0,2,0,1,0,0,0
amazon,'All in all, I\"d expected a better consumer experience from Motorola.',1,0,0,2,0,0,0
imdb,'It\"s an empty, hollow shell of a movie.',0,1,0,2,0,0,0
amazon,'I\"m a bit disappointed.',0,0,0,1,0,0,0
amazon,'I have had this phone for over a year now, and I will tell you, its not that great.',0,0,0,3,0,1,0
imdb,'How awful she is!',0,1,0,1,1,0,0
amazon,'The battery is completely useless to me.',0,1,0,1,0,0,0
amazon,'What a big waste of time.',0,1,0,1,0,0,0
amazon,'Don\"t waste your $$$ on this one.',0,1,0,1,0,1,0
amazon,'Do not make the same mistake as me.',0,1,0,1,0,1,0
imdb,'And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.',1,0,0,7,0,0,0
imdb,'Avoid this film at all costs.',0,0,0,1,0,0,0
amazon,'Worst Customer Service Ever.',0,1,0,1,0,0,0
imdb,'This gets a 1 out of 10, simply because there\"s nothing lower.',0,0,0,2,0,1,0
amazon,'It defeats the purpose of a bluetooth headset.',1,0,0,1,0,0,0
imdb,'It\"s this pandering to the audience that sabotages most of his films.',0,1,0,1,0,0,0
amazon,'This product had a strong rubber/petroleum smell that was unbearable after a while and caused me to return it',1,2,0,0,0,0,0
amazon,'poor quality and service.',0,1,0,1,0,0,0
imdb,'This film has no redeeming features.',1,0,0,1,0,1,0
amazon,'Absolutel junk.',0,0,0,1,0,0,0
amazon,'THAT one didn\"t work either.',1,0,0,1,0,1,0
imdb,'One of the worst shows of all time.',0,1,0,1,0,0,0
imdb,'Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.',0,1,0,3,0,0,0
amazon,'Not only will it drain your player, but may also potentially fry it.',0,1,0,2,0,1,0
amazon,'Unreliable - I\"m giving up.',0,1,0,1,0,0,0
amazon,'Avoid this one if you can.',0,0,0,1,0,0,0
imdb,'Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.',0,2,0,3,0,1,0
amazon,'First of all, it doesn\"t wear well.',0,0,0,2,0,1,0
imdb,'To sum the film up, \"Breeders\" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.',1,1,0,3,0,0,0
amazon,'Piece of Junk.',0,0,0,1,0,0,0
imdb,'The film has an ultra-cheap look to it.',0,0,0,1,0,0,0
amazon,'Don\"t buy it.',0,0,0,1,0,1,0
amazon,'DO NOT PURCHASE THIS PHONE.',0,0,0,1,0,1,0
amazon,'Customer service was terrible.',0,0,0,1,0,0,0
amazon,'Battery life still not long enough in Motorola Razor V3i.',1,0,0,1,0,1,0
imdb,'(very serious spoilers) this movie was a huge disappointment.',0,0,0,1,0,0,0
amazon,'As many people complained, I found this headset\"s microphone was very weak.',0,0,0,2,0,0,0
amazon,'My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.',1,0,0,1,0,0,0
imdb,'It was just too horrible.',0,0,0,1,0,0,0
amazon,'The instruction manual is lacking.',0,0,0,1,0,0,0
amazon,'The battery is unreliable as well as the service use antena.',1,1,0,1,0,0,0
amazon,'It\"s uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired headset (that plugged into an LG).',0,2,0,1,0,0,0
amazon,'I want my money back.',0,0,0,1,0,0,0
amazon,'I ordered this product first and was unhappy with it immediately.',0,1,0,1,0,0,0
amazon,'The Ngage is still lacking in earbuds.',0,1,0,1,0,0,0
amazon,'I have 2-3 bars on my cell phone when I am home, but you cant not hear anything.',0,0,0,2,0,1,0
amazon,'However-the riingtones are not the best, and neither are the games.',0,0,0,2,0,2,0
imdb,'With the originality and freshness of the first movie now spent, this remake had little else to offer.',1,0,1,2,0,0,0
amazon,'AMAZON SUCKS.',0,0,0,1,0,0,0
amazon,'Rip off---- Over charge shipping.',0,1,0,1,0,0,0
amazon,'1. long lasting battery (you don\"t have to recharge it as frequentyly as some of the flip phones)2.',0,0,0,2,0,1,0
amazon,'Obviously there is a problem with the adhesive.',0,1,0,1,0,0,0
amazon,'Very disappointing.',0,0,0,1,0,0,0
amazon,'It was an inexpensive piece, but I would still have expected better quality.',2,0,0,2,0,0,0
imdb,'This was reflected not only in the cast, but also in the below-par script, which borrowed much from the earlier classic.',0,0,0,3,0,1,0
amazon,'Was not happy.',0,0,0,1,0,1,0
amazon,'A PIECE OF JUNK THAT BROKE AFTER BEING ON MY PHONE FOR 2 DAYS!!!',0,2,0,3,3,0,0
amazon,'Worst customer service.',0,1,0,1,0,0,0
amazon,'Reception is terrible and full of static.',0,1,0,1,0,0,0
amazon,'I was sitting in my vehicle, with the cradle on my belt, and the headset lost signal.',0,1,0,3,0,0,0
imdb,'Oh yeah, and the storyline was pathetic too.',0,1,0,2,0,0,0
imdb,'I\"m so sorry but I really can\"t recommend it to anyone.',1,1,0,1,0,1,0
amazon,'Excellent starter wireless headset.',1,0,0,1,0,0,0
amazon,'The loudspeaker option is great, the bumpers with the lights is very ... appealing.',0,0,0,5,0,0,0
amazon,'The only thing that I think could improve is the sound leaks out from the headset.',1,1,0,1,0,0,0
imdb,'Lot of holes in the plot: there\"s nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.',1,0,0,1,0,2,0
amazon,'The phone gets EXTREMELY HOT!',0,0,0,1,1,0,0
imdb,'The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.',0,3,0,2,0,0,0
amazon,'bad fit, way too big.',0,1,0,2,0,0,0
amazon,'Waste of money.',0,1,0,1,0,0,0
amazon,'I\"ll be drivng along, and my headset starts ringing for no reason.',0,0,0,2,0,1,0
amazon,'The worst phone I\"ve ever had.... Only had it for a few months.',0,1,0,5,0,0,0
amazon,'Not a good item.. It worked for a while then started having problems in my auto reverse tape player.',2,1,0,3,0,1,0
amazon,'This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.',0,1,0,1,0,0,0
imdb,'I was very uneasy with how bad this movie was, but not scared at all.',0,3,0,2,0,1,0
amazon,'Soyo technology sucks.',0,0,0,1,0,0,0
amazon,'Same problem as others have mentioned.',0,1,0,1,0,0,0
imdb,'The most annoying thing about \"Cover Girl\" is the way in which Rita Hayworth is put up on a pedestal.',0,1,0,1,0,0,0
imdb,'Worst hour and a half of my life!Oh my gosh!',0,1,0,2,2,0,0
amazon,'The picture resolution is far below what other comparably-priced phones are offering today.',0,0,0,1,0,0,0
amazon,'Using all earpieces, left or right, this thing will not stay on my ear.',0,0,0,3,0,1,0
amazon,'Still Waiting...... I\"m sure this item would work well.. if I ever recieve it!',1,0,0,9,1,0,0
amazon,'what a disappointment',0,1,0,0,0,0,0
imdb,'Even when the women finally show up, there is no sign of improvement; the most expected things happen and by the time the film is over, you might be far asleep.',0,0,0,3,0,1,0
imdb,'At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.',0,0,0,3,0,1,0
amazon,'I came over from Verizon because cingulair has nicer cell phones.... the first thing I noticed was the really bad service.',1,1,0,5,0,0,0
amazon,'I\"ll be looking for a new earpiece.',0,0,0,1,0,0,0
imdb,'Not frightening in the least, and barely comprehensible.',0,1,0,2,0,1,0
amazon,'After a year the battery went completely dead on my headset.',0,1,0,1,0,0,0
imdb,'This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.',0,2,0,1,0,0,0
amazon,'Att is not clear, sound is very distorted and you have to yell when you talk.',0,1,0,2,0,1,0
imdb,'He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.',1,2,0,3,0,0,0
imdb,'Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.',1,1,0,4,0,0,0
amazon,'Oh and I forgot to also mention the weird color effect it has on your phone.',0,1,0,1,0,0,0
amazon,'Also the area where my unit broke).- I\"m not too fond of the magnetic strap.',1,0,0,2,0,1,0
amazon,'Another note about this phone\"s appearance is that it really looks rather bland, especially in the all black model.',0,0,0,2,0,0,0
amazon,'Low Quality.',0,0,0,1,0,0,0
amazon,'Warning - Stay away.',0,1,0,1,0,0,0
amazon,'I wish I could return the unit and get back my money.',0,0,0,1,0,0,0
amazon,'I used to talk on it for 1 - 1 1/2 hours and the battery would be literally drained and dying.',0,1,0,1,0,0,0
amazon,'If you don\"t find it, too bad, as again the unit comes with one earpad only.I would not recommend this to anyone.',1,0,0,4,0,2,0
amazon,'Very Displeased.',0,0,0,1,0,0,0
amazon,'I might have gotten a defect, but I would not risk buying it again because of the built quality alone.',0,1,0,2,0,1,0
amazon,'They made this case too small and is very difficult to install.',0,1,0,1,0,0,0
imdb,'I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.',1,0,0,3,0,0,0
amazon,'There\"s really nothing bad I can say about this headset.',0,1,0,1,0,1,0
amazon,'I even fully charged it before I went to bed and turned off blue tooth and wi-fi and noticed that it only had 20 \% left in the morning.',0,0,0,1,0,0,0
amazon,'I\"ve also had problems with the phone reading the memory card in which I always turn it on and then off again.',0,1,0,1,0,0,0
amazon,'Not good when wearing a hat or sunglasses.',1,0,0,1,0,1,0
amazon,'Horrible phone.',0,1,0,1,0,0,0
amazon,'BT50 battery junk!.',0,0,0,2,1,0,0
amazon,'Cant get the software to work with my computer.',1,0,0,1,0,0,0
amazon,Disappointed!.,0,0,0,2,1,0,0
imdb,'In short, don\"t bother with this movie.',0,1,0,2,0,1,0
imdb,'The script is a big flawed mess.',0,1,0,1,0,0,0
amazon,'Very disappointed in AccessoryOne.',0,1,0,1,0,0,0
imdb,'Lame would be the best way to describe it.',1,1,0,1,0,0,0
amazon,'The update procedure is difficult and cumbersome.',0,1,0,1,0,0,0
amazon,'Disappointment.. I hate anything that goes in my ear.',0,1,0,3,0,0,0
amazon,'Uncomfortable In the Ear, Don\"t use with LG VX9900 (EnV).',0,1,0,2,0,1,0
amazon,'The volume switch rocketed out of the unit to a destination unknown.',0,0,0,1,0,0,0
amazon,'I\"d like to return it.',1,0,0,1,0,0,0
imdb,'End of Days is one of the worst big-budget action movies I\"ve ever seen.',0,1,0,1,0,0,0
imdb,'You can\"t relate with them, hell you barely can understand them.',0,1,0,2,0,1,0
imdb,'Regardless, the film fails on most levels.',0,1,0,2,0,0,0
amazon,'Unfortunately the ability to actually know you are receiving a call is a rather important feature and this phone is pitiful in that respect.',1,2,0,1,0,0,0
imdb,'It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.',1,0,0,1,0,0,0
amazon,'This results in the phone being either stuck at max volume or mute.',0,1,0,1,0,0,0
amazon,'Pretty piece of junk.',1,0,0,1,0,0,0
amazon,'Plug was the wrong size.',0,1,0,1,0,0,0
imdb,'Every time he opened his mouth you expect to hear, \"you see kids...\" Pulling the plug was a mercy killing for this horrible show.',1,2,0,5,0,0,0
amazon,'Bad Purchase.',0,1,0,1,0,0,0
amazon,'Defective crap.',0,1,0,1,0,0,0
amazon,'I would have given no star if I was able.',0,0,0,1,0,1,0
imdb,'He can\"t act (one of the least scary villains I have ever seen), he can\"t write (did he write this damn movie in his sleep?',0,3,0,2,0,2,0
imdb,'Again, lame.',0,0,0,2,0,0,0
imdb,'There is simply no excuse for something this poorly done.',0,2,0,1,0,1,0
amazon,'As an earlier review noted, plug in this charger and nothing happens.',0,0,0,2,0,1,0
imdb,'A piece of cinematic garbage captured on celluloid.',0,1,0,1,0,0,0
amazon,'I am not impressed with this and i would not recommend this item to anyone.',2,0,0,1,0,2,0
imdb,'However, here there was no decent acting, action or location work to balance things up.',2,0,0,3,0,1,0
amazon,'REALLY UGLY.',0,0,0,1,0,0,0
imdb,'Well... Just if you keep thinking how bad it is.',0,1,0,4,0,0,0
amazon,'No real improvement.',0,0,0,1,0,1,0
imdb,'Mishima is extremely uninteresting.',0,0,0,1,0,0,0
amazon,'Unfortunately it\"s easy to accidentally activate them with the gentle-touch buttons if you accidentally touch the phone to your face while listening.',1,1,0,1,0,0,0
imdb,'I felt asleep the first time I watched it, so I can recommend it for insomniacs.',1,0,0,2,0,0,0
amazon,'All it took was one drop from about 6 inches above the kitchen counter and it was cracked.I am not impressed and I am not laughing.',1,0,0,2,0,2,0
imdb,'This movie suffered because of the writing, it needed more suspense.',0,1,0,2,0,0,0
amazon,'I\"ve missed numerous calls because of this reason.',0,1,0,1,0,0,0
amazon,'Perhaps my phone is defective, but people cannot hear me when I use this.',0,0,0,2,0,0,0
imdb,'There are many continuity errors: one other user commented on different cars in the garage, Joe\"s glasses...the one that got to me the most was the fact Joe\"s facial hair configuration seemed to change from scene to scene.',1,0,0,5,0,0,0
imdb,'Unfortunately, any virtue in this film\"s production work was lost on a regrettable script.',2,2,0,2,0,0,0
imdb,'1/10 - and only because there is no setting for 0/10.',0,0,0,1,0,1,0
amazon,'Trying to make a call on these is an exercise in frustration.',0,0,0,1,0,0,0
imdb,'Really bad.',0,0,0,1,0,0,0
amazon,'I give Wirefly 1 star.I will contact Cingular/AT&T; and inform them of this practice.',0,0,0,2,0,0,0
amazon,'It\"s AGGRAVATING!',0,0,0,1,1,0,0
amazon,'None of it works, just don\"t buy it.',0,0,0,2,0,1,0
amazon,'Muddy, low quality sound, and the casing around the wire\"s insert was poorly super glued and slid off.',1,1,0,3,0,0,0
amazon,'Please dont waste your money.',0,1,0,1,0,0,0
amazon,'If you are looking for a good quality Motorola Headset keep looking, this isn\"t it.',1,0,0,2,0,1,0
amazon,'Yet Plantronincs continues to use the same flawed charger design.',0,1,0,1,0,0,0
amazon,'Disapointing Results.',0,1,0,1,0,0,0
amazon,'Cumbersome design.',0,1,0,1,0,0,0
amazon,'It\"s A PIECE OF CRAP!',0,0,0,1,1,0,0
amazon,'My experience was terrible..... This was my fourth bluetooth headset, and while it was much more comfortable than my last Jabra (which I HATED!!!',1,0,0,9,3,0,0
amazon,'Worst ever.',0,1,0,1,0,0,0
imdb,'I don\"t know what happened in Season Five, what a mess.',0,0,0,2,0,1,0
amazon,'The battery life is highly unacceptable.',0,0,0,1,0,0,0
amazon,'That company is a joke.',0,0,0,1,0,0,0
amazon,'Due to this happening on every call I was forced to stop using this headset.',0,0,0,1,0,0,0
amazon,'Verizon tech support walked my through a few procedures, none of which worked and I ended up having to do a hard re-set, wiping out all my data.',2,1,0,3,0,0,0
amazon,'Voice Quality, Signal Strength, Dropped Calls.',0,0,0,3,0,0,0
amazon,'It feels poorly constructed, the menus are difficult to navigate, and the buttons are so recessed that it is difficult to push them.',0,3,0,3,0,0,0
amazon,'Also difficult to put on.I\"d recommend avoiding this product.',1,1,0,2,0,0,0
imdb,'Very disappointed and wondered how it could be in the Oscar shortlist.',0,1,0,1,0,0,0
amazon,'I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.',0,0,0,4,0,1,0
amazon,'Sprint - terrible customer service.',0,1,0,1,0,0,0
imdb,'Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.',1,1,0,3,0,0,0
imdb,'This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.',1,1,0,1,0,0,0
amazon,'The real killer is the volume, and of course it breaking.',0,1,0,2,0,0,0
amazon,'Poor Construction.',0,1,0,1,0,0,0
amazon,'This is infuriating.',0,0,0,1,0,0,0
amazon,'Sprint charges for this service.',0,0,0,1,0,0,0
amazon,'It is cheap, and it feel and look just as cheap.',0,0,0,2,0,0,0
amazon,'It doesn\"t work in Europe or Asia.',1,0,0,1,0,1,0
imdb,'In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.',2,1,0,1,0,1,0
amazon,'the charger worked for about a week and then completely stopped charging my phone.',1,0,0,1,0,0,0
imdb,'The directing is sloppy at best.',0,1,0,1,0,0,0
imdb,'I don\"t think I\"ve ever gone to a movie and disliked it as much.',0,1,0,1,0,1,0
imdb,'This movie is so mind-bendingly awful, it couldn\"t have even been created.',0,0,0,2,0,0,0
imdb,'If you check the director\"s filmography on this site you will see why this film didn\"t have a chance.',0,0,0,1,0,1,0
amazon,'DO NOT BUY DO NOT BUYIT SUCKS',0,1,0,0,0,2,0
imdb,'What the hell kind of crap is that?!',0,2,0,2,1,0,0
imdb,'The acting was bad.',0,0,0,1,0,0,0
imdb,'But other than that the movie seemed to drag and the heroes didn\"t really work for their freedom.',1,1,0,1,0,1,0
amazon,'This phone might well be the worst I\"ve ever had in any brand.',1,1,0,1,0,0,0
amazon,'Case was more or less an extra that I originally put on but later discarded because it scratched my ear.',0,1,0,1,0,0,0
amazon,'Don\"t bother - go to the store.',0,1,0,1,0,1,0
imdb,'But the premise of the film was so ridiculous: that the President of the U.S.',0,0,0,2,0,0,0
amazon,'However, BT headsets are currently not good for real time games like first-person shooters since the audio delay messes me up.',2,2,0,2,0,1,0
amazon,'Disappointing accessory from a good manufacturer.',1,1,0,1,0,0,0
imdb,'Characters are one-dimensional, even the good guys and especially the bad guys.',1,1,0,2,0,0,0
amazon,'Obviously they have a terrible customer service, so you get what you pay for.',0,1,0,2,0,0,0
amazon,'I contacted the company and they told me that, although the unit was still under warranty, if I couldn\"t produce my receipt I was out of luck.',0,0,0,3,0,0,0
amazon,'Linksys should have some way to exchange a bad phone for a refurb unit or something!',0,1,0,1,1,0,0
amazon,'When I placed my treo into the case, not only was it NOT snug, but there was A LOT of extra room on the sides.',0,0,0,3,0,2,0
imdb,'This movie is terrible.',0,0,0,1,0,0,0
imdb,'Is it possible for a movie to get any worse than this?',0,1,0,1,0,0,0
amazon,'Utter crap.. Sound quality is TERRIBLE.',0,0,0,3,0,0,0
amazon,'The charger arrived within the promised timeframe, but it did not work.',1,0,0,2,0,1,0
amazon,'Finally, after three or four times the spring of the latch broke and I could not use it any longer on the visor.',0,1,0,2,0,1,0
imdb,'From here on the Widmark character turns unintentionally comical!',0,0,0,1,1,0,0
amazon,'It felt too light and \"tinny.\".',0,0,0,2,0,0,0
imdb,'None of them are engaging or exciting.',1,0,0,1,0,0,0
imdb,'The fat computer geek was unbelievable, the bible thumper, the bad-ass girl, who are these actors???',0,1,0,6,0,0,0
imdb,'He really didn\"t seem to want to be hosting; his voice-overs were monotonous, didn\"t get involved with the guests.',0,0,0,2,0,2,0
amazon,'its extremely slow and takes forever to do anything with it.',0,1,0,1,0,0,0
amazon,'A must study for anyone interested in the \"worst sins\" of industrial design.',0,0,0,1,0,0,0
imdb,'The cinematography-if it can be called that-sucked.',0,0,0,1,0,0,0
amazon,'Then I had to continue pairing it periodically since it somehow kept dropping.',0,0,0,1,0,0,0
amazon,'Can\"t upload ringtones from a third party.',0,0,0,1,0,1,0
amazon,'Bluetooth does not work, phone locks up, screens just flash up and now it just makes calls randomly while in my pocket locked.',0,1,0,3,0,1,0
amazon,'Truly awful.',0,0,0,1,0,0,0
imdb,'If you act in such a film, you should be glad that you\"re gonna drift away from earth as far as possible!',1,0,0,2,1,0,0
imdb,'I agree with Jessica, this movie is pretty bad.',1,0,0,2,0,0,0
amazon,'This product is clearly not ready for prime time, I don\"t care how cool it looks, if you can\"t tell a call is coming in it\"s worthless.',3,0,0,3,0,3,0
amazon,'Chinese Forgeries Abound!.',0,0,0,2,1,0,0
amazon,'The instructions didn\"t explain that a microphone jack could be used.',0,0,0,1,0,1,0
amazon,'i would advise to not purchase this item it never worked very well.',1,0,0,1,0,2,0
amazon,'Too bad you have to pay up to $$$ a month for the service!',0,1,0,1,1,0,0
amazon,'The nokia CA-42 USB cable did not work with my phone.',1,0,0,1,0,1,0
amazon,'The biggest complaint I have is, the battery drains superfast.',0,2,0,2,0,0,0
amazon,'The design might be ergonomic in theory but I could not stand having these in my ear.',0,0,0,1,0,1,0
amazon,'Do NOT buy if you want to use the holster.',0,0,0,1,0,1,0
amazon,'It doesn\"t make you look cool.',0,0,0,1,0,1,0
amazon,'Also, the phone doesn\"t seem to accept anything except CBR mp3s, preferably ripped by Windows Media Player.',1,1,0,3,0,1,0
imdb,'It\"s just lame.',0,0,0,1,0,0,0
amazon,'So anyone near you will hear part of your conversation.',0,0,0,1,0,0,0
imdb,'It is zillion times away from reality.',0,0,0,1,0,0,0
amazon,'Can\"t store anything but phone numbers to SIM.',0,0,0,1,0,1,0
amazon,'It lasts less than 3o minutes, if I actually try to use the phone.My wife has the same phone with the same problem.',0,0,0,3,0,0,0
