@relation first_attribute-weka.filters.unsupervised.instance.Resample-S1-Z30.0

@attribute source string
@attribute text string
@attribute class {0,1}
@attribute sentence_length numeric
@attribute positive_words numeric
@attribute negative_words numeric
@attribute punctuation_sum numeric
@attribute punctuation_dot numeric
@attribute punctuation_comma numeric
@attribute punctuation_exclamation numeric
@attribute punctuation_question numeric
@attribute negation numeric
@attribute start_with_I numeric
@attribute upper_case numeric

@data
imdb,'Secondly, Hitchcock pretty much perfected the thriller and chase movie.',1,10,1,0,2,1,1,0,0,0,0,0
amazon,'Poor sound quality.',0,3,0,1,1,1,0,0,0,0,0,0
imdb,'How this piece of trash was ever released is beyond me: the acting, the story, the characters, the supposedly special effects, etc...it\"s ALL wrong.',0,24,0,1,8,4,4,0,0,0,0,1
amazon,'I love being able to use one headset for both by land-line and cell.',1,14,1,0,1,1,0,0,0,0,1,0
yelp,'I ate there twice on my last visit, and especially enjoyed the salmon salad.',1,14,1,0,2,1,1,0,0,0,1,0
yelp,'The Burrittos Blah!',0,3,0,0,1,0,0,1,0,0,0,0
yelp,'Great place to relax and have an awesome burger and beer.',1,11,2,0,1,1,0,0,0,0,0,0
yelp,'The price is reasonable and the service is great.',1,9,1,0,1,1,0,0,0,0,0,0
yelp,'If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.',0,30,0,2,2,1,1,0,0,0,0,0
imdb,'I rather enjoyed it.',1,4,1,0,1,1,0,0,0,0,1,0
amazon,'lightweight and works well.',1,4,1,0,1,1,0,0,0,0,0,0
imdb,'This movie suffered because of the writing, it needed more suspense.',0,11,0,1,2,1,1,0,0,0,0,0
amazon,'Rip off---- Over charge shipping.',0,5,0,1,1,1,0,0,0,0,0,0
imdb,'The only thing really worth watching was the scenery and the house, because it is beautiful.',1,16,1,0,2,1,1,0,0,0,0,0
amazon,'I know that sounds funny, but to me it seemed like sketchy technology that wouldn\"t work well.Well, this one works great.',1,21,3,1,4,2,2,0,0,0,1,0
amazon,'Much less than the jawbone I was going to replace it with.',1,12,0,0,1,1,0,0,0,0,0,0
yelp,'Do not waste your money here!',0,6,0,1,1,0,0,1,0,1,0,0
yelp,'Service is quick and even \"to go\" orders are just like we like it!',1,14,2,0,1,0,0,1,0,0,0,0
imdb,'I think i was one of the people who found this another one of roth\"s pearls.',1,16,0,0,1,1,0,0,0,0,1,0
imdb,'A piece of cinematic garbage captured on celluloid.',0,8,0,1,1,1,0,0,0,0,0,0
amazon,'I ordered this for sony Ericsson W810i but I think it only worked once (thats when I first used it).',0,20,1,0,1,1,0,0,0,0,1,0
imdb,'I guess that nobody at the network that aired this dribble watched it before putting it on.',0,17,0,0,1,1,0,0,0,0,1,0
imdb,'I hate movies like that.',0,5,1,1,1,1,0,0,0,0,1,0
yelp,'I\"m not eating here!',0,4,0,0,1,0,0,1,0,1,0,0
amazon,'It is cheap, and it feel and look just as cheap.',0,11,0,0,2,1,1,0,0,0,0,0
imdb,'This movie is also revealing.',1,5,0,0,1,1,0,0,0,0,0,0
yelp,'Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.',0,27,1,1,2,1,1,0,0,0,0,0
yelp,'The descriptions said \"yum yum sauce\" and another said \"eel sauce\", yet another said \"spicy mayo\"...well NONE of the rolls had sauces on them.',0,24,0,0,5,4,1,0,0,0,0,1
amazon,'Display is excellent and camera is as good as any from that year.',1,13,2,0,1,1,0,0,0,0,0,0
imdb,'Why was this film made?',0,5,0,0,1,0,0,0,1,0,0,0
imdb,':) Anyway, the plot flowed smoothly and the male-bonding scenes were a hoot.',1,13,1,1,2,1,1,0,0,0,0,0
yelp,'We\"d definitely go back here again.',1,6,0,0,1,1,0,0,0,0,0,0
imdb,'The film gives meaning to the phrase, \"Never in the history of human conflict has so much been owed by so many to so few.',1,25,0,1,2,1,1,0,0,0,0,0
imdb,'He is one of my favourite directors, and one of the most talented directors in the history of cinema.',1,19,1,0,2,1,1,0,0,0,0,0
yelp,'!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!',0,21,0,2,6,4,0,2,0,1,0,4
imdb,'And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn\"t understand where he is, what he is doing and why.',1,33,1,1,4,1,3,0,0,0,0,0
imdb,'I think that it is a must see older John Wayne film.',1,12,0,0,1,1,0,0,0,0,1,0
amazon,'The look of it is very sharp and the screen is nice and clear, with great graphics.',1,17,3,0,2,1,1,0,0,0,0,0
yelp,'Also, I feel like the chips are bought, not made in house.',0,12,1,0,3,1,2,0,0,1,0,0
imdb,'In other words, the content level of this film is enough to easily fill a dozen other films.',1,18,1,0,2,1,1,0,0,0,0,0
amazon,'I plugged it in only to find out not a darn thing worked.',0,13,0,0,1,1,0,0,0,1,1,0
imdb,'Bela Lugosi was totally extraneous, intoning odd lines.',0,8,0,1,2,1,1,0,0,0,0,0
yelp,'Won\"t go back.',0,3,0,0,1,1,0,0,0,0,0,0
imdb,'And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn\"t understand where he is, what he is doing and why.',1,33,1,1,4,1,3,0,0,0,0,0
amazon,'Works great!.',1,2,1,0,2,1,0,1,0,0,0,0
imdb,'His acting alongside Olivia De Havilland was brilliant and the ending was fantastic!',1,13,1,0,1,0,0,1,0,0,0,0
imdb,'Started watching this but didn\"t believe in any of the characters.',0,11,0,0,1,1,0,0,0,0,0,0
imdb,'I liked the way Dustin Hoffman\"s character was ready to do just about everything to stay with his son.',1,19,2,0,1,1,0,0,0,0,1,0
imdb,'And the accents are absolutely abysmal!',0,6,0,0,1,0,0,1,0,0,0,0
yelp,'Will never, ever go back.',0,5,0,0,2,1,1,0,0,0,0,0
yelp,'Always a great time at Dos Gringos!',1,7,1,0,1,0,0,1,0,0,0,0
yelp,'A couple of months later, I returned and had an amazing meal.',1,12,1,0,2,1,1,0,0,0,0,0
yelp,'I\"ve lived here since 1979 and this was the first (and last) time I\"ve stepped foot into this place.',0,19,0,0,1,1,0,0,0,0,0,0
amazon,'While I managed to bend the leaf spring back in place, the metal now has enough stress that it will break on the next drop.',0,25,1,2,2,1,1,0,0,0,0,0
imdb,'The result is a film that just don\"t look right.',0,10,0,0,1,1,0,0,0,0,0,0
imdb,'Ursula Burton\"s portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church.',1,24,1,1,1,1,0,0,0,0,0,0
amazon,'This product is ideal for people like me whose ears are very sensitive.',1,13,2,0,1,1,0,0,0,0,0,0
imdb,'But the premise of the film was so ridiculous: that the President of the U.S.',0,15,0,0,2,2,0,0,0,0,0,1
imdb,'Very little music or anything to speak of.',0,8,0,0,1,1,0,0,0,0,0,0
imdb,'At a time when it seems that film animation has been dominated by Disney/Pixar\"s CGI masterpieces, it is both refreshing and comforting to know that Miyazaki is still relying on traditional hand-drawn animation to tell his charming and enchanting stories.',1,40,5,0,2,1,1,0,0,0,0,1
amazon,'This item is great, installed it, let it charged up overnite and it has been working good every since with no problems',1,22,1,1,2,0,2,0,0,1,0,0
yelp,'The service was poor and thats being nice.',0,8,0,1,1,1,0,0,0,0,0,0
yelp,'We won\"t be going back anytime soon!',0,7,0,0,1,0,0,1,0,0,0,0
yelp,'Best Buffet in town, for the price you cannot beat it.',1,11,1,0,2,1,1,0,0,0,0,0
imdb,'And if that isn\"t enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.',0,29,1,1,1,1,0,0,0,0,0,0
yelp,'Avoid at all cost!',0,4,0,0,1,0,0,1,0,0,0,0
amazon,'I am not impressed with this and i would not recommend this item to anyone.',0,15,2,0,1,1,0,0,0,2,1,0
amazon,'I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.',1,22,4,0,2,1,1,0,0,0,1,1
yelp,'I would avoid this place if you are staying in the Mirage.',0,12,0,0,1,1,0,0,0,0,1,0
amazon,'Returned 8 hours later.',0,4,0,0,1,1,0,0,0,0,0,0
imdb,'The plot doesn\"t hang together at all, and the acting is absolutely appalling.',0,13,0,2,2,1,1,0,0,0,0,0
amazon,'Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.',0,18,2,0,2,1,1,0,0,0,0,0
yelp,'Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.',1,21,3,0,1,1,0,0,0,0,0,0
yelp,'Also, I feel like the chips are bought, not made in house.',0,12,1,0,3,1,2,0,0,1,0,0
imdb,'The directing is sloppy at best.',0,6,0,1,1,1,0,0,0,0,0,0
imdb,'Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.',0,15,0,3,1,1,0,0,0,0,0,0
imdb,'Exceptionally bad!',0,2,1,0,1,0,0,1,0,0,0,0
amazon,'This is a good battery, and it got here really fast.',1,11,1,0,2,1,1,0,0,0,0,0
imdb,'Bad script, bad direction and horrible acting make this one plain bad!',0,12,0,3,2,0,1,1,0,0,0,0
yelp,'They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.',1,21,2,0,1,1,0,0,0,0,0,0
imdb,'The attractive set used throughout most of the film is an eye-pleasing gem.',1,13,1,0,1,1,0,0,0,0,0,0
amazon,'Don\"t waste your money!.',0,4,0,1,2,1,0,1,0,0,0,0
imdb,'The lighting is awful.',0,4,0,0,1,1,0,0,0,0,0,0
amazon,'I would have given no star if I was able.',0,10,0,0,1,1,0,0,0,1,1,0
amazon,'I had ordered a motorola data cable, got a very well finished and working product.',1,15,1,0,2,1,1,0,0,0,1,0
amazon,'If you are looking for a good quality Motorola Headset keep looking, this isn\"t it.',0,15,1,0,2,1,1,0,0,0,0,0
amazon,'Not only will it drain your player, but may also potentially fry it.',0,13,0,1,2,1,1,0,0,1,0,0
amazon,'WELL IM SATISFIED.',1,3,1,0,1,1,0,0,0,0,0,3
amazon,'useless phone, simply deaf.',0,4,0,1,2,1,1,0,0,0,0,0
amazon,'It\"s AGGRAVATING!',0,2,0,0,1,0,0,1,0,0,0,1
yelp,'I\"ve never been more insulted or felt disrespected.',0,8,0,1,1,1,0,0,0,0,0,0
yelp,'The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.',1,21,2,0,2,1,1,0,0,0,0,0
amazon,'I don\"t think it would hold it too securly on your belt.',0,12,0,0,1,1,0,0,0,0,1,0
yelp,DELICIOUS!!,1,1,0,0,2,0,0,2,0,0,0,1
yelp,'What did bother me, was the slow service.',0,8,0,2,2,1,1,0,0,0,0,0
yelp,'Nargile - I think you are great.',1,7,0,0,1,1,0,0,0,0,0,0
imdb,'This is not movie-making.',0,4,0,0,1,1,0,0,0,1,0,0
amazon,'Cant get the software to work with my computer.',0,9,1,0,1,1,0,0,0,0,0,0
imdb,'The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.',0,23,0,0,10,4,6,0,0,0,0,1
yelp,'Just as good as when I had it more than a year ago!',1,13,1,0,1,0,0,1,0,0,0,0
yelp,'Ambience is perfect.',1,3,0,0,1,1,0,0,0,0,0,0
yelp,'This greedy corporation will NEVER see another dime from me!',0,10,0,1,1,0,0,1,0,0,0,1
imdb,'It\"s a fresh, subtle, and rather sublime effect.',1,8,1,0,3,1,2,0,0,0,0,0
imdb,'Then the film just dropped the ball.',0,7,0,0,1,1,0,0,0,0,0,0
yelp,'Spend your money elsewhere.',0,4,0,0,1,1,0,0,0,0,0,0
amazon,'The cable looks so thin and flimsy, it is scary.',0,10,0,0,2,1,1,0,0,0,0,0
amazon,'Can\"t upload ringtones from a third party.',0,7,0,0,1,1,0,0,0,0,0,0
yelp,'They have a good selection of food including a massive meatloaf sandwich, a crispy chicken wrap, a delish tuna melt and some tasty burgers.',1,24,1,0,3,1,2,0,0,0,0,0
amazon,'Battery life is also great!',1,5,0,0,1,0,0,1,0,0,0,0
imdb,'But this understated film leaves a lasting impression.',1,8,0,0,1,1,0,0,0,0,0,0
yelp,'It also took her forever to bring us the check when we asked for it.',0,15,0,0,1,1,0,0,0,0,0,0
yelp,'After 20 minutes wait, I got a table.',0,8,0,0,2,1,1,0,0,0,0,0
imdb,'This if the first movie I\"ve given a 10 to in years.',1,12,0,0,1,1,0,0,0,0,0,0
imdb,'This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing \"Ive Never Had This Feeling Before\".I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.',1,62,4,1,7,3,2,2,0,0,0,0
yelp,'Went in for happy hour, great list of wines.',1,9,2,0,2,1,1,0,0,0,0,0
yelp,'They have horrible attitudes towards customers, and talk down to each one when customers don\"t enjoy their food.',0,18,1,1,2,1,1,0,0,0,0,0
yelp,'If you stay in Vegas you must get breakfast here at least once.',1,13,0,0,1,1,0,0,0,0,0,0
amazon,'I purchased this and within 2 days it was no longer working!!!!!!!!!',0,12,0,0,9,0,0,9,0,1,1,0
amazon,'It\"s so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.',0,24,0,1,4,1,3,0,0,0,0,0
imdb,'It\"s like a bad two hour TV movie.',0,8,1,1,1,1,0,0,0,0,0,1
amazon,'Don\"t waste your money!.',0,4,0,1,2,1,0,1,0,0,0,0
yelp,'Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!',1,10,2,0,7,0,2,5,0,0,0,0
amazon,'AMAZON SUCKS.',0,2,0,0,1,1,0,0,0,0,0,2
yelp,'In fact I\"m going to round up to 4 stars, just because she was so awesome.',1,16,0,0,2,1,1,0,0,0,0,0
amazon,'I was amazed at the quick arrival of the two original lg cell phone batteries and and at a fraction of the price.',1,23,1,0,1,1,0,0,0,0,1,0
yelp,'Terrible management.',0,2,0,1,1,1,0,0,0,0,0,0
yelp,'The WORST EXPERIENCE EVER.',0,4,0,1,1,1,0,0,0,0,0,3
amazon,'This phone tries very hard to do everything but fails at it\"s very ability to be a phone.',0,18,0,2,1,1,0,0,0,0,0,0
amazon,'Just really good.. So far, probably the best BT headset I have ever had.',1,14,1,0,4,3,1,0,0,0,0,1
yelp,'Service was very prompt.',1,4,0,0,1,1,0,0,0,0,0,0
amazon,'I can\"t use this case because the smell is disgusting.',0,10,0,1,1,1,0,0,0,0,1,0
amazon,'I\"ve bought $5 wired headphones that sound better than these.',0,10,1,0,1,1,0,0,0,0,0,0
imdb,'The ending is so, SO perfect... you\"ll shed a tear.',1,10,0,0,5,4,1,0,0,0,0,1
amazon,'I wear glasses and it fits fine with them.',1,9,1,0,1,1,0,0,0,0,1,0
amazon,'Horrible, horrible protector.',0,3,0,1,2,1,1,0,0,0,0,0
yelp,'Overall, I like there food and the service.',1,8,1,0,2,1,1,0,0,0,0,0
yelp,'The food wasn\"t good.',0,4,0,0,1,1,0,0,0,0,0,0
imdb,'Oh yeah, and the storyline was pathetic too.',0,8,0,1,2,1,1,0,0,0,0,0
amazon,'I am glad I purchased it.',1,6,1,0,1,1,0,0,0,0,1,0
amazon,'Great charger.',1,2,1,0,1,1,0,0,0,0,0,0
yelp,'What a great double cheeseburger!',1,5,1,0,1,0,0,1,0,0,0,0
amazon,'My 5-year old Nokia 2160 from Tracfone holds the charge a lot better than this.',0,15,1,0,1,1,0,0,0,0,0,0
imdb,'To be honest with you, this is unbelievable nonsense and very foolish.',0,12,1,2,2,1,1,0,0,0,0,0
imdb,'I\"m translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.',0,24,0,1,1,1,0,0,0,0,0,0
yelp,'It was either too cold, not enough flavor or just bad.',0,11,1,0,2,1,1,0,0,1,0,0
yelp,'So in a nutshell: 1) The restaraunt smells like a combination of a dirty fish market and a sewer.',0,19,1,2,1,1,0,0,0,0,0,0
imdb,'Now imagine that every single one of those decisions was made wrong.',0,12,0,0,1,1,0,0,0,0,0,0
imdb,'Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.',0,21,0,2,3,1,2,0,0,0,0,0
yelp,'Don\"t do it!!!!',0,3,0,0,4,0,0,4,0,0,0,0
amazon,'The iGo chargers and tips are really great.',1,8,0,0,1,1,0,0,0,0,0,0
amazon,'The company shipped my product very promptly and it works well.',1,11,2,0,1,1,0,0,0,0,0,0
imdb,'This is not movie-making.',0,4,0,0,1,1,0,0,0,1,0,0
imdb,'And don\"t even get me started on the jerky camerawork.',0,10,0,1,1,1,0,0,0,0,0,0
imdb,'The dialogue is atrocious.',0,4,0,0,1,1,0,0,0,0,0,0
yelp,'The service was poor and thats being nice.',0,8,0,1,1,1,0,0,0,0,0,0
yelp,'The waitress and manager are so friendly.',1,7,0,0,1,1,0,0,0,0,0,0
amazon,'Does not fit.',0,3,0,0,1,1,0,0,0,1,0,0
amazon,'I had Verizon 2 years ago and really liked their service.',1,11,1,0,1,1,0,0,0,0,1,0
imdb,'Both actors truly understand and become their particular character, delivering a convincing, sincere performance.',1,14,1,0,3,1,2,0,0,0,0,0
yelp,'for 40 bucks a head, i really expect better food.',0,10,1,0,2,1,1,0,0,0,0,0
imdb,'Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.',0,25,1,2,5,1,4,0,0,0,0,0
yelp,'I had to wait over 30 minutes to get my drink and longer to get 2 arepas.',0,17,0,0,1,1,0,0,0,0,1,0
yelp,'If you stay in Vegas you must get breakfast here at least once.',1,13,0,0,1,1,0,0,0,0,0,0
amazon,'Also its slim enough to fit into my alarm clock docking station without removing the case.',1,16,1,1,1,1,0,0,0,0,0,0
amazon,'I\"m using it with an iriver SPINN (with case) and it fits fine.',1,13,0,0,1,1,0,0,0,0,0,1
amazon,'This is a great deal.',1,5,1,0,1,1,0,0,0,0,0,0
yelp,'Based on the sub-par service I received and no effort to show their gratitude for my business I won\"t be going back.',0,22,1,1,1,1,0,0,0,1,0,0
imdb,'I would have casted her in that role after ready the script.',1,12,1,0,1,1,0,0,0,0,1,0
imdb,'Predictable, but not a bad watch.',1,6,0,1,2,1,1,0,0,1,0,0
amazon,'Stay Away From the Q!.',0,5,0,0,2,1,0,1,0,0,0,1
imdb,Horrible!,0,1,0,0,1,0,0,1,0,0,0,0
imdb,'The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that\"s because they used real crocs and the swamp location is fabulous.',1,34,1,0,3,1,2,0,0,0,0,0
imdb,'Then I watched it again two Sundays ago (March 20th, 2005) and I began to really enjoy it and this time I taped the entire thing.',1,26,1,0,2,1,1,0,0,0,0,0
imdb,'The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.',1,40,5,0,6,1,5,0,0,0,0,0
yelp,'On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.',0,26,1,0,2,1,1,0,0,0,0,0
amazon,'It is cheap, and it feel and look just as cheap.',0,11,0,0,2,1,1,0,0,0,0,0
imdb,'The film\"s dialogue is natural, real to life.',1,8,0,0,2,1,1,0,0,0,0,0
imdb,'I mean this in a terrible way.',0,7,0,1,1,1,0,0,0,0,1,0
yelp,'This place deserves one star and 90\% has to do with the food.',0,13,0,0,1,1,0,0,0,0,0,0
amazon,'Works for me.',1,3,1,0,1,1,0,0,0,0,0,0
imdb,'Whatever prompted such a documentary is beyond me!',0,8,0,0,1,0,0,1,0,0,0,0
amazon,'I have a Verizon LG phone and they work well together, good reception and range that exceeds 20 feet line of sight.',1,22,4,0,2,1,1,0,0,0,1,1
amazon,'I found this product to be waaay too big.',0,9,0,0,1,1,0,0,0,0,1,0
imdb,'I would give this television series a 10 plus if i could.',1,12,0,0,1,1,0,0,0,0,1,0
yelp,'I would not recommend this place.',0,6,1,0,1,1,0,0,0,1,1,0
imdb,'the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.',0,24,0,1,1,1,0,0,0,0,0,0
yelp,'Best tacos in town by far!!',1,6,1,0,2,0,0,2,0,0,0,0
amazon,'much better than the hard plastic cases.',1,7,1,1,1,1,0,0,0,0,0,0
imdb,'In fact, this stinker smells like a direct-to-video release.',0,9,1,1,2,1,1,0,0,0,0,0
imdb,'The flat reenactments don\"t hold your attention because they are emotionally adrift and stagy.',0,14,0,0,1,1,0,0,0,0,0,0
yelp,'The burger is good beef, cooked just right.',1,8,1,0,2,1,1,0,0,0,0,0
yelp,'This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.',0,27,0,0,5,4,1,0,0,0,0,0
imdb,'Overall, a delight!',1,3,0,0,2,0,1,1,0,0,0,0
amazon,'It finds my cell phone right away when I enter the car.',1,12,1,0,1,1,0,0,0,0,0,0
yelp,'i felt insulted and disrespected, how could you talk and judge another human being like that?',0,16,1,1,2,0,1,0,1,0,0,0
yelp,'I\"d love to go back.',1,5,1,0,1,1,0,0,0,0,0,0
yelp,'I\"m not impressed with the concept or the food.',0,9,1,0,1,1,0,0,0,1,0,0
yelp,'Tonight I had the Elk Filet special...and it sucked.',0,9,0,0,4,4,0,0,0,0,0,0
yelp,'Our server was fantastic and when he found out the wife loves roasted garlic and bone marrow, he added extra to our meal and another marrow to go!',1,28,1,0,2,0,1,1,0,0,0,0
imdb,'How can anyone in their right mind ask for anything more from a movie than this?',1,16,1,0,1,0,0,0,1,0,0,0
amazon,'I especially love the long battery life.',1,7,1,0,1,1,0,0,0,0,1,0
amazon,'Works great!.',1,2,1,0,2,1,0,1,0,0,0,0
imdb,'Lot of holes in the plot: there\"s nothing about how he became the emperor; nothing about where he spend 20 years between his childhood and mature age.',0,27,1,0,1,1,0,0,0,0,0,0
yelp,'Sooooo good!!',1,2,0,0,2,0,0,2,0,0,0,0
yelp,'In summary, this was a largely disappointing dining experience.',0,9,0,1,2,1,1,0,0,0,0,0
amazon,'This is hands down the best phone I\"ve ever had.',1,10,1,0,1,1,0,0,0,0,0,0
yelp,'He came running after us when he realized my husband had left his sunglasses on the table.',1,17,0,0,1,1,0,0,0,0,0,0
amazon,'And none of the tones is acceptable.',0,7,0,0,1,1,0,0,0,0,0,0
imdb,'Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.',1,27,1,0,3,1,2,0,0,0,0,0
yelp,'I liked the patio and the service was outstanding.',1,9,1,0,1,1,0,0,0,0,1,0
amazon,'The instruction manual is lacking.',0,5,0,0,1,1,0,0,0,0,0,0
amazon,'It\"s A PIECE OF CRAP!',0,5,0,0,1,0,0,1,0,0,0,3
amazon,'I would highly recommend this product.',1,6,1,0,1,1,0,0,0,0,1,0
amazon,'I have this phone and it is a thorn in my side, I really abhor it.',0,16,0,0,2,1,1,0,0,0,1,0
yelp,'The service was great, even the manager came and helped with our table.',1,13,1,0,2,1,1,0,0,0,0,0
yelp,'On a positive note, our server was very attentive and provided great service.',1,13,3,0,2,1,1,0,0,0,0,0
imdb,'The plot was the same as pretty much every other cheap horror.',0,12,1,2,1,1,0,0,0,0,0,0
yelp,'Great food and awesome service!',1,5,2,0,1,0,0,1,0,0,0,0
amazon,'The internet access was fine, it the rare instance that it worked.',0,12,0,0,2,1,1,0,0,0,0,0
imdb,'But other than that the movie seemed to drag and the heroes didn\"t really work for their freedom.',0,18,1,1,1,1,0,0,0,0,0,0
amazon,'in addition it feels &amp; looks as if the phone is all lightweight cheap plastic.',0,15,0,1,1,1,0,0,0,0,0,0
yelp,'the potatoes were great and so was the biscuit.',1,9,1,0,1,1,0,0,0,0,0,0
amazon,'Absolutel junk.',0,2,0,0,1,1,0,0,0,0,0,0
yelp,'Took an hour to get our food only 4 tables in restaurant my food was Luke warm, Our sever was running around like he was totally overwhelmed.',0,27,1,1,2,1,1,0,0,0,0,0
yelp,'The service here is fair at best.',0,7,1,0,1,1,0,0,0,0,0,0
imdb,'Raw and sublimely moving.',1,4,0,0,1,1,0,0,0,0,0,0
yelp,'All in all, Ha Long Bay was a bit of a flop.',0,12,0,0,2,1,1,0,0,0,0,0
amazon,'You need two hands to operate the screen.This software interface is decade old and cannot compete with new software designs.',0,20,0,0,2,2,0,0,0,0,0,0
yelp,'Good Service-check!',1,2,1,0,1,0,0,1,0,0,0,0
imdb,'I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.',1,24,0,0,3,1,2,0,0,0,1,0
yelp,'As a sushi lover avoid this place by all means.',0,10,1,0,1,1,0,0,0,0,0,0
amazon,'Great phone.',1,2,1,0,1,1,0,0,0,0,0,0
amazon,'It\"s AGGRAVATING!',0,2,0,0,1,0,0,1,0,0,0,1
amazon,'I got the car charger and not even after a week the charger was broken...I went to plug it in and it started smoking.',0,24,0,0,4,4,0,0,0,1,1,0
amazon,'It is simple to use and I like it.',1,9,1,0,1,1,0,0,0,0,0,0
imdb,'But even the talented Carrell can\"t save this.',0,8,1,0,1,1,0,0,0,0,0,0
yelp,'Wow very spicy but delicious.',1,5,1,0,1,1,0,0,0,0,0,0
imdb,'Julian Fellowes has triumphed again.',1,5,0,0,1,1,0,0,0,0,0,0
yelp,'Pricing is a bit of a concern at Mellow Mushroom.',0,10,0,1,1,1,0,0,0,0,0,0
amazon,'horrible, had to switch 3 times.',0,6,0,0,2,1,1,0,0,0,0,0
yelp,'The dining space is tiny, but elegantly decorated and comfortable.',1,10,1,0,2,1,1,0,0,0,0,0
imdb,'By the time the film ended, I not only disliked it, I despised it.',0,14,0,2,3,1,2,0,0,1,0,0
yelp,'Just don\"t know why they were so slow.',0,8,0,0,1,1,0,0,0,0,0,0
amazon,'I\"ve missed numerous calls because of this reason.',0,8,0,1,1,1,0,0,0,0,0,0
yelp,'I had a pretty satifying experience.',1,6,1,0,1,1,0,0,0,0,1,0
imdb,'Yes, it\"s that bad.',0,4,0,0,2,1,1,0,0,0,0,0
imdb,'An instant classic, with a great soundtrack and a catchy song during the ending credits.',1,15,2,0,2,1,1,0,0,0,0,0
imdb,'One character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard.',0,18,0,1,1,1,0,0,0,0,0,0
imdb,'Seriously, it\"s not worth wasting your, or your kid\"s time on.',0,11,1,1,3,1,2,0,0,1,0,0
yelp,'Delicious NYC bagels, good selections of cream cheese, real Lox with capers even.',1,13,2,0,3,1,2,0,0,0,0,1
amazon,'It\"s so stupid to have to keep buying new chargers, car chargers, cradles, headphones and car kits every time a new phone comes out.',0,24,0,1,4,1,3,0,0,0,0,0
amazon,'Very disappointed in AccessoryOne.',0,4,0,1,1,1,0,0,0,0,0,0
yelp,'But now I was completely grossed out.',0,7,0,0,1,1,0,0,0,0,0,0
imdb,'I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don\"t believe for one second that anyone could have been proud of it.',0,38,2,3,1,1,0,0,0,0,1,0
yelp,'Worst food/service I\"ve had in a while.',0,7,0,1,1,1,0,0,0,0,0,0
imdb,'Every time he opened his mouth you expect to hear, \"you see kids...\" Pulling the plug was a mercy killing for this horrible show.',0,24,1,2,5,4,1,0,0,0,0,0
yelp,'He was extremely rude and really, there are so many other restaurants I would love to dine at during a weekend in Vegas.',0,23,1,1,2,1,1,0,0,0,0,0
amazon,WORTHWHILE.,1,1,0,0,1,1,0,0,0,0,0,1
yelp,'The service was terrible, food was mediocre.',0,7,0,0,2,1,1,0,0,0,0,0
imdb,'The things that the four kids get themselves into is absolutely hilarious to watch.',1,14,1,0,1,1,0,0,0,0,0,0
imdb,'I can think of no other film where something vitally important occurs every other minute.',1,15,1,0,1,1,0,0,0,1,1,0
amazon,'Not as good as I had hoped.',0,7,1,0,1,1,0,0,0,1,0,0
